﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
08MF005,1,1,1912,01,,,,,538,,578,,2030,,6170,,6340,,3960,,3000,,1410,,1180,,838,
08MF005,1,1,1912,02,,,,,538,,677,,2160,,6170,,6170,,3910,,2860,,1490,,1150,,864,
08MF005,1,1,1912,03,,,,,538,,637,,2520,,6000,,6000,,3910,,2860,,1490,,1120,,813,
08MF005,1,1,1912,04,,,,,538,,677,,2860,,5640,,5270,,3960,,2760,,1380,,1050,,838,
08MF005,1,1,1912,05,,,,,538,,677,,3000,,5380,,5580,,4080,,2520,,1300,,1020,,864,
08MF005,1,1,1912,06,,,,,538,,677,,3140,,5100,,5150,,4080,,2470,,1490,,991,,813,
08MF005,1,1,1912,07,,,,,479,,716,,3310,,4980,,5040,,4020,,2430,,1670,,1050,,838,
08MF005,1,1,1912,08,,,,,479,,736,,3510,,5040,,5040,,3960,,2380,,2030,,1020,,787,
08MF005,1,1,1912,09,,,,,459,,762,,3770,,4930,,4980,,4020,,2380,,1790,,1050,,736,
08MF005,1,1,1912,10,,,,,459,,787,,3960,,4930,,4980,,4080,,2290,,1750,,1050,,736,
08MF005,1,1,1912,11,,,,,459,,787,,4130,,4980,,4810,,3960,,2380,,1710,,1020,,762,
08MF005,1,1,1912,12,,,,,459,,864,,4390,,5210,,4530,,3960,,2290,,1750,,991,,787,
08MF005,1,1,1912,13,,,,,459,,889,,4470,,5470,,4640,,4020,,2340,,1750,,1240,,838,
08MF005,1,1,1912,14,,,,,439,,915,,4470,,5580,,4640,,4280,,2160,,1670,,1120,,838,
08MF005,1,1,1912,15,,,,,419,,966,,5100,,5640,,4700,,4280,,2030,,1670,,1050,,787,
08MF005,1,1,1912,16,,,,,439,,991,,5470,,6060,,4980,,4160,,2070,,1600,,1050,,762,
08MF005,1,1,1912,17,,,,,459,,1210,,5470,,6170,,4810,,3880,,2070,,1670,,966,,716,
08MF005,1,1,1912,18,,,,,479,,1150,,5640,,6570,,4590,,3770,,2070,,1600,,1020,,716,
08MF005,1,1,1912,19,,,,,479,,1210,,6460,,6460,,4470,,3770,,2030,,1560,,1270,,697,
08MF005,1,1,1912,20,,,,,459,,1300,,6510,,6630,,4420,,3880,,1990,,1560,,1120,,677,
08MF005,1,1,1912,21,,,,,479,,1380,,6570,,6850,,4390,,3880,,1990,,1600,,1050,,677,
08MF005,1,1,1912,22,,,,,459,,1490,,6460,,7250,,4330,,3880,,1950,,1490,,1150,,677,
08MF005,1,1,1912,23,,,,,439,,1600,,6060,,7360,,4390,,3880,,1870,,1490,,1240,,697,
08MF005,1,1,1912,24,,,,,439,,1670,,6290,,7420,,4280,,3960,,1830,,1410,,1210,,716,
08MF005,1,1,1912,25,,,,,399,,1670,,6740,,7420,,4390,,4080,,1750,,1410,,1120,,697,
08MF005,1,1,1912,26,,,,,479,,1710,,6800,,7190,,4420,,4390,,1670,,1410,,966,,736,
08MF005,1,1,1912,27,,,,,498,,1870,,6850,,7020,,4420,,4390,,1670,,1300,,940,,677,
08MF005,1,1,1912,28,,,,,558,,1950,,6740,,7020,,4280,,4160,,1670,,1240,,940,,716,
08MF005,1,1,1912,29,,,,,578,,1990,,6740,,6740,,4080,,3510,,1600,,1300,,915,,736,
08MF005,1,1,1912,30,,,,,538,,2070,,6570,,6460,,4020,,3450,,1490,,1270,,889,,762,
08MF005,1,1,1912,31,,,,,518,,,,6460,,,,4080,,3260,,,,1210,,,,787,
08MF005,1,1,1913,01,677,,538,,538,,518,,1180,,5890,,8100,,5750,,5470,,2470,,1600,,736,
08MF005,1,1,1913,02,697,,637,,762,,518,,1080,,6630,,7990,,5470,,5270,,2380,,1520,,736,
08MF005,1,1,1913,03,677,,762,,597,,518,,1020,,7140,,7760,,5380,,5040,,2290,,1410,,736,
08MF005,1,1,1913,04,697,,787,,538,,518,,991,,7590,,7700,,5380,,5580,,2200,,1340,,736,
08MF005,1,1,1913,05,578,,864,,578,,538,,940,,7310,,7480,,5410,,5210,,2110,,1340,,736,
08MF005,1,1,1913,06,578,,1210,,677,,538,,915,,6800,,7250,,5470,,4760,,1670,,1300,,736,
08MF005,1,1,1913,07,578,,991,,597,,538,,915,,6910,,6910,,5520,,4420,,1600,,991,,736,
08MF005,1,1,1913,08,677,,813,,597,,538,,940,,7140,,6740,,5520,,4280,,1560,,991,,736,
08MF005,1,1,1913,09,498,,736,,597,,558,,991,,7250,,6570,,5580,,4130,,1490,,991,,736,
08MF005,1,1,1913,10,538,,697,,597,,558,,1120,,7870,,6570,,6120,,3770,,1450,,966,,736,
08MF005,1,1,1913,11,518,,677,,578,,578,,1210,,8670,,6740,,6570,,3620,,1490,,940,,736,
08MF005,1,1,1913,12,538,,657,,578,,637,,1380,,9290,,6570,,6570,,3370,,1670,,940,,736,
08MF005,1,1,1913,13,360,,637,,578,,637,,1950,,9570,,6340,,6400,,3200,,1790,,940,,736,
08MF005,1,1,1913,14,399,,578,,578,,657,,2340,,10300,,6170,,6290,,3370,,1710,,915,,736,
08MF005,1,1,1913,15,399,,617,,578,,716,,2520,,10300,,6060,,6290,,3400,,1600,,915,,736,
08MF005,1,1,1913,16,439,,637,,578,,787,,2660,,9910,,5950,,6170,,3260,,1600,,1150,,736,
08MF005,1,1,1913,17,439,,762,,578,,991,,2860,,9630,,5800,,6120,,3370,,1670,,991,,736,
08MF005,1,1,1913,18,419,,762,,538,,966,,2860,,9170,,5800,,6230,,3450,,1750,,966,,736,
08MF005,1,1,1913,19,419,,677,,597,,1180,,2920,,8830,,5800,,6230,,3620,,1670,,966,,736,
08MF005,1,1,1913,20,439,,677,,597,,1300,,2920,,8550,,5800,,6290,,4160,,1630,,966,,736,
08MF005,1,1,1913,21,479,,637,,578,,1450,,3000,,8270,,5860,,6340,,4930,,1600,,966,,736,
08MF005,1,1,1913,22,479,,677,,558,,1560,,3110,,8100,,5860,,6400,,4700,,1600,,864,,736,
08MF005,1,1,1913,23,538,,637,,538,,1670,,3710,,8270,,5950,,6400,,4020,,1630,,838,,736,
08MF005,1,1,1913,24,558,,677,,518,,1950,,4130,,8500,,6060,,6340,,3570,,1670,,813,,736,
08MF005,1,1,1913,25,578,,637,,518,,1910,,4470,,8670,,6290,,6230,,3400,,1670,,813,,736,
08MF005,1,1,1913,26,498,,637,,518,,1870,,4930,,8550,,6460,,6060,,3260,,1750,,787,,736,
08MF005,1,1,1913,27,479,,637,,518,,1560,,4930,,8550,,6290,,6000,,3110,,1990,,787,,736,
08MF005,1,1,1913,28,479,,617,,518,,1300,,5040,,8330,,6290,,5890,,2920,,1950,,787,,736,
08MF005,1,1,1913,29,459,,,,518,,1240,,5320,,8270,,6170,,5800,,2740,,1750,,813,,736,
08MF005,1,1,1913,30,459,,,,518,,1210,,5520,,8210,,5890,,5750,,2520,,1630,,736,,736,
08MF005,1,1,1913,31,439,,,,518,,,,5640,,,,5750,,5690,,,,1630,,,,736,
08MF005,1,1,1914,01,1410,,736,,940,,864,,3310,,6340,,7250,,4980,,2710,,2070,,2200,,1670,
08MF005,1,1,1914,02,1410,,787,,915,,838,,3650,,6170,,7310,,4810,,2520,,2110,,2290,,1630,
08MF005,1,1,1914,03,1410,,787,,864,,864,,4080,,6230,,7190,,4700,,2430,,2070,,2340,,1520,
08MF005,1,1,1914,04,1410,,787,,838,,889,,4220,,6060,,7360,,4590,,2290,,2160,,2160,,1410,
08MF005,1,1,1914,05,1410,,787,,838,,991,,4220,,6060,,7420,,4470,,2250,,2110,,2110,,1340,
08MF005,1,1,1914,06,2030,,762,,838,,1050,,4700,,6510,,7310,,4390,,2250,,2160,,2030,,1340,
08MF005,1,1,1914,07,1520,,716,,813,,1080,,4590,,6850,,7310,,4470,,2340,,1950,,1990,,1300,
08MF005,1,1,1914,08,1340,,677,,813,,1180,,4420,,6910,,7190,,4330,,2290,,1870,,1990,,1240,
08MF005,1,1,1914,09,1240,,697,,813,,1240,,4470,,6740,,7080,,4220,,2250,,1830,,1910,,1150,
08MF005,1,1,1914,10,1180,,697,,813,,1340,,4640,,6680,,7020,,4080,,2200,,1750,,1870,,1080,
08MF005,1,1,1914,11,1080,,762,,813,,1450,,4760,,6680,,6910,,4020,,2200,,1750,,1870,,991,
08MF005,1,1,1914,12,1020,,762,,813,,1560,,5270,,6910,,6910,,3910,,2160,,1670,,1790,,940,
08MF005,1,1,1914,13,1050,,787,,813,,1670,,5580,,6970,,6850,,3710,,2110,,1630,,1750,,915,
08MF005,1,1,1914,14,1080,,813,,940,,1990,,6060,,7080,,6970,,3620,,2070,,1670,,1670,,889,
08MF005,1,1,1914,15,1020,,838,,940,,2250,,6340,,7360,,6850,,3570,,2160,,1750,,1600,,838,
08MF005,1,1,1914,16,966,,838,,915,,2250,,6510,,7650,,6740,,3510,,2030,,1870,,1600,,864,
08MF005,1,1,1914,17,966,,838,,966,,2430,,6740,,7990,,6680,,3510,,1830,,1950,,1560,,864,
08MF005,1,1,1914,18,966,,838,,991,,2620,,6970,,8160,,6510,,3450,,1950,,1950,,1520,,813,
08MF005,1,1,1914,19,966,,813,,991,,2940,,7020,,8380,,6510,,3450,,1950,,2030,,1450,,787,
08MF005,1,1,1914,20,966,,787,,991,,3110,,6800,,8550,,6340,,3400,,2030,,1990,,1410,,787,
08MF005,1,1,1914,21,864,,787,,1020,,3060,,6510,,8440,,6230,,3310,,1990,,2030,,1380,,838,
08MF005,1,1,1914,22,838,,813,,1050,,3140,,6460,,7990,,6120,,3260,,1950,,2070,,1410,,889,
08MF005,1,1,1914,23,838,,813,,1050,,3140,,6570,,7590,,6170,,3260,,2030,,2030,,1490,,915,
08MF005,1,1,1914,24,838,,813,,1050,,3140,,6740,,7310,,5890,,3200,,2070,,1950,,1670,,940,
08MF005,1,1,1914,25,787,,813,,1020,,2920,,6680,,7310,,5800,,3140,,1990,,1990,,1630,,991,
08MF005,1,1,1914,26,697,,813,,940,,2860,,6740,,7250,,5750,,3110,,1990,,2030,,1630,,966,
08MF005,1,1,1914,27,716,,838,,864,,2920,,6850,,7020,,5640,,3000,,2030,,2110,,1670,,991,
08MF005,1,1,1914,28,697,,838,,838,,3000,,7080,,7020,,5520,,3000,,2070,,2070,,1630,,1120,
08MF005,1,1,1914,29,657,,,,864,,3000,,6740,,6850,,5380,,2920,,2030,,2110,,1630,,1180,
08MF005,1,1,1914,30,637,,,,864,,3110,,6510,,7250,,5150,,2920,,2160,,2160,,1670,,1150,
08MF005,1,1,1914,31,657,,,,864,,,,6510,,,,5100,,2860,,,,2160,,,,1080,
08MF005,1,1,1915,01,1080,,716,,629,,1180,,2760,,5270,,5640,,4760,,2760,,1150,,2070,,617,
08MF005,1,1,1915,02,1020,,716,,637,,1490,,2810,,4980,,5470,,4590,,2690,,1120,,2070,,617,
08MF005,1,1,1915,03,1050,,736,,637,,1750,,2760,,4700,,5410,,4590,,2620,,1120,,2030,,597,
08MF005,1,1,1915,04,1020,,762,,637,,1610,,2860,,4530,,5180,,4470,,2520,,1080,,1950,,617,
08MF005,1,1,1915,05,991,,787,,637,,1560,,2860,,4530,,4960,,4450,,2430,,1040,,1950,,637,
08MF005,1,1,1915,06,966,,787,,637,,2070,,2860,,4590,,4760,,4420,,2360,,1020,,1870,,657,
08MF005,1,1,1915,07,940,,787,,637,,2620,,3370,,4530,,4900,,4300,,2250,,991,,1630,,716,
08MF005,1,1,1915,08,940,,813,,637,,2770,,3510,,4700,,4900,,4020,,2140,,1020,,1450,,762,
08MF005,1,1,1915,09,915,,813,,637,,2640,,3910,,4500,,4700,,3910,,2070,,991,,1300,,736,
08MF005,1,1,1915,10,1240,,813,,637,,2470,,3790,,4420,,4670,,3710,,1990,,1020,,1270,,697,
08MF005,1,1,1915,11,991,,813,,637,,2470,,3740,,4280,,4590,,3510,,1790,,991,,1210,,637,
08MF005,1,1,1915,12,991,,813,,637,,2470,,3910,,4390,,5180,,3510,,1560,,1050,,1120,,637,
08MF005,1,1,1915,13,991,,813,,637,,2380,,4280,,4280,,5270,,3570,,1430,,991,,991,,617,
08MF005,1,1,1915,14,940,,813,,657,,2290,,4530,,4160,,5800,,3510,,1300,,940,,991,,597,
08MF005,1,1,1915,15,889,,799,,677,,2470,,4420,,4020,,5750,,3400,,1240,,926,,991,,558,
08MF005,1,1,1915,16,864,,787,,697,,2520,,4130,,4160,,5380,,3310,,1240,,991,,966,,538,
08MF005,1,1,1915,17,838,,787,,697,,2710,,4020,,4220,,5150,,3400,,1270,,991,,966,,498,
08MF005,1,1,1915,18,864,,787,,716,,2860,,4130,,4280,,5210,,3510,,1270,,1020,,940,,459,
08MF005,1,1,1915,19,864,,787,,736,,2920,,4330,,4330,,5320,,3260,,1300,,1120,,940,,439,
08MF005,1,1,1915,20,864,,787,,787,,2940,,4390,,4810,,4980,,3450,,1300,,1210,,889,,538,
08MF005,1,1,1915,21,838,,736,,850,,3000,,4330,,5100,,5320,,3510,,1380,,1270,,940,,657,
08MF005,1,1,1915,22,787,,725,,787,,3000,,4420,,5100,,5150,,3620,,1430,,1300,,889,,617,
08MF005,1,1,1915,23,762,,685,,1120,,3260,,4590,,4870,,4980,,3620,,1490,,1300,,864,,597,
08MF005,1,1,1915,24,762,,637,,1120,,2890,,4810,,4930,,4810,,3570,,1410,,1300,,864,,597,
08MF005,1,1,1915,25,736,,629,,1120,,2920,,4870,,4590,,4810,,3510,,1300,,1270,,838,,558,
08MF005,1,1,1915,26,736,,617,,1100,,2830,,5150,,4390,,4730,,3400,,1300,,1300,,787,,558,
08MF005,1,1,1915,27,736,,617,,1110,,2830,,5470,,4390,,4620,,3400,,1240,,1670,,736,,558,
08MF005,1,1,1915,28,716,,617,,1100,,2740,,5320,,4810,,4530,,3310,,1230,,2520,,716,,518,
08MF005,1,1,1915,29,716,,,,1120,,2750,,5320,,4980,,4470,,3140,,1180,,2070,,677,,479,
08MF005,1,1,1915,30,716,,,,1150,,2760,,5380,,5470,,4470,,3000,,1150,,2290,,657,,439,
08MF005,1,1,1915,31,697,,,,1160,,,,5320,,,,4530,,2860,,,,2290,,,,399,
08MF005,1,1,1916,01,439,,762,,940,,637,,2380,,4810,,7820,,4760,,3280,,1750,,1600,,787,
08MF005,1,1,1916,02,399,,736,,915,,677,,2710,,4930,,7670,,4530,,3260,,1710,,1520,,773,
08MF005,1,1,1916,03,379,,716,,864,,716,,3200,,5100,,7590,,4420,,3340,,1670,,1490,,813,
08MF005,1,1,1916,04,360,,787,,787,,787,,3510,,5380,,7310,,4220,,3230,,1630,,1380,,838,
08MF005,1,1,1916,05,360,,762,,787,,838,,4020,,5520,,7250,,4220,,3140,,1560,,1300,,787,
08MF005,1,1,1916,06,360,,813,,787,,940,,4330,,5380,,6680,,4330,,3110,,1490,,1270,,736,
08MF005,1,1,1916,07,360,,813,,762,,1050,,4870,,5640,,6880,,4330,,3000,,1390,,1270,,716,
08MF005,1,1,1916,08,340,,864,,736,,1180,,4980,,5890,,6970,,4420,,2940,,1380,,1410,,657,
08MF005,1,1,1916,09,439,,915,,697,,1240,,4640,,6060,,6820,,4530,,2890,,1340,,1340,,617,
08MF005,1,1,1916,10,518,,991,,716,,1300,,4020,,5100,,6540,,4420,,2760,,1300,,1240,,597,
08MF005,1,1,1916,11,498,,1020,,889,,1380,,3910,,5100,,6310,,4390,,2620,,1270,,1180,,617,
08MF005,1,1,1916,12,498,,1120,,940,,1430,,3710,,5100,,6460,,4330,,2430,,1270,,1120,,617,
08MF005,1,1,1916,13,538,,1120,,940,,1520,,3260,,5320,,6740,,4280,,2340,,1240,,991,,578,
08MF005,1,1,1916,14,538,,1150,,889,,1600,,3260,,5470,,6970,,4220,,2270,,1210,,940,,578,
08MF005,1,1,1916,15,518,,1180,,864,,1520,,3260,,5640,,6740,,4160,,2180,,1210,,875,,558,
08MF005,1,1,1916,16,518,,1180,,813,,1410,,3400,,6170,,6740,,4130,,2110,,1300,,813,,538,
08MF005,1,1,1916,17,538,,1120,,787,,1410,,3400,,6680,,6740,,4130,,2070,,1300,,762,,538,
08MF005,1,1,1916,18,578,,991,,736,,1470,,3400,,7360,,6510,,4020,,1990,,1470,,762,,566,
08MF005,1,1,1916,19,578,,991,,787,,1430,,3510,,7310,,6340,,3880,,1970,,2270,,787,,597,
08MF005,1,1,1916,20,578,,991,,799,,1380,,3620,,7190,,6290,,3680,,1870,,2710,,787,,597,
08MF005,1,1,1916,21,538,,940,,813,,1340,,3770,,7450,,6170,,3510,,1810,,2470,,787,,578,
08MF005,1,1,1916,22,538,,940,,864,,1300,,3910,,7990,,6060,,3400,,1790,,2250,,864,,578,
08MF005,1,1,1916,23,617,,889,,787,,1300,,4020,,8270,,5950,,3280,,1790,,1950,,864,,566,
08MF005,1,1,1916,24,657,,864,,736,,1340,,4220,,8500,,5950,,3170,,1830,,1830,,889,,558,
08MF005,1,1,1916,25,657,,915,,716,,1360,,4220,,8550,,5950,,3110,,1830,,1750,,813,,558,
08MF005,1,1,1916,26,697,,915,,677,,1340,,4280,,8720,,5860,,3110,,1790,,1630,,787,,637,
08MF005,1,1,1916,27,716,,940,,657,,1410,,4280,,8520,,5750,,3200,,1750,,1630,,813,,677,
08MF005,1,1,1916,28,716,,991,,657,,1490,,4280,,8350,,5640,,3310,,1710,,1600,,864,,677,
08MF005,1,1,1916,29,787,,991,,617,,1670,,4420,,8100,,5640,,3400,,1670,,1490,,850,,677,
08MF005,1,1,1916,30,787,,,,597,,1870,,4530,,7870,,5100,,3430,,1750,,1490,,787,,665,
08MF005,1,1,1916,31,787,,,,637,,,,4810,,,,4870,,3370,,,,1600,,,,657,
08MF005,1,1,1917,01,637,,527,,518,,459,,1520,,7310,,7360,,4280,,2830,,2050,,1480,,2510,
08MF005,1,1,1917,02,637,,538,,518,,459,,1520,,7050,,7420,,4620,,2760,,2050,,1450,,2340,
08MF005,1,1,1917,03,586,,538,,538,,447,,1590,,6850,,7590,,4360,,2650,,2010,,1590,,2090,
08MF005,1,1,1917,04,626,,538,,538,,439,,1590,,6850,,7590,,4160,,2560,,1970,,1660,,1810,
08MF005,1,1,1917,05,677,,538,,538,,447,,1590,,7160,,7790,,4160,,2380,,2050,,1730,,1620,
08MF005,1,1,1917,06,637,,518,,518,,459,,1600,,7590,,7790,,4160,,2290,,2250,,1700,,1810,
08MF005,1,1,1917,07,597,,527,,518,,459,,1700,,7930,,7930,,4220,,2170,,2650,,1660,,1550,
08MF005,1,1,1917,08,637,,538,,527,,479,,1850,,8100,,8270,,4080,,2050,,2830,,1680,,1620,
08MF005,1,1,1917,09,657,,538,,498,,498,,2170,,8690,,8440,,3940,,1970,,3170,,1660,,1620,
08MF005,1,1,1917,10,677,,538,,498,,518,,2610,,8780,,8040,,3790,,1970,,3000,,1660,,1660,
08MF005,1,1,1917,11,657,,538,,498,,538,,3090,,8980,,7590,,3770,,1970,,2790,,1620,,1660,
08MF005,1,1,1917,12,617,,538,,487,,558,,3510,,8980,,7250,,3710,,1910,,2560,,1590,,1550,
08MF005,1,1,1917,13,617,,538,,479,,558,,4080,,8860,,6990,,3710,,1910,,2290,,1550,,1380,
08MF005,1,1,1917,14,578,,538,,467,,578,,4330,,8500,,6800,,3650,,1890,,2210,,1530,,1270,
08MF005,1,1,1917,15,597,,538,,459,,597,,4470,,8040,,6630,,3650,,1890,,2090,,1520,,1180,
08MF005,1,1,1917,16,637,,558,,459,,657,,4640,,7650,,6740,,3570,,1970,,2090,,1480,,1550,
08MF005,1,1,1917,17,770,,558,,459,,677,,4870,,7650,,6630,,3600,,1970,,2050,,1450,,1730,
08MF005,1,1,1917,18,617,,558,,459,,716,,5150,,7590,,6480,,3600,,2010,,2050,,1450,,1620,
08MF005,1,1,1917,19,538,,558,,459,,804,,5470,,7930,,6460,,3540,,2130,,2010,,1420,,1420,
08MF005,1,1,1917,20,498,,558,,459,,957,,5550,,8330,,6310,,3600,,2290,,2010,,2010,,1420,
08MF005,1,1,1917,21,498,,558,,459,,957,,5550,,8500,,6310,,3600,,2290,,1970,,1970,,1380,
08MF005,1,1,1917,22,518,,558,,459,,985,,5380,,8270,,6000,,3620,,2210,,1890,,1970,,1380,
08MF005,1,1,1917,23,518,,558,,467,,1030,,5440,,7930,,5920,,3650,,2090,,1730,,2010,,1370,
08MF005,1,1,1917,24,518,,547,,467,,1070,,5490,,7930,,5750,,3680,,2010,,1730,,2340,,1370,
08MF005,1,1,1917,25,518,,538,,459,,1100,,5550,,7790,,5320,,3710,,1970,,1730,,2420,,1240,
08MF005,1,1,1917,26,538,,538,,459,,1160,,5800,,7590,,5100,,3510,,1890,,1720,,2860,,1130,
08MF005,1,1,1917,27,538,,538,,459,,1270,,6060,,7590,,4980,,3310,,1890,,1700,,3770,,1130,
08MF005,1,1,1917,28,538,,538,,459,,1330,,6430,,7420,,4280,,3230,,1930,,1680,,3480,,1130,
08MF005,1,1,1917,29,538,,,,459,,1370,,6740,,7310,,4110,,3110,,2010,,1620,,2920,,1930,
08MF005,1,1,1917,30,538,,,,459,,1430,,6850,,7250,,3990,,2970,,2010,,1590,,2700,,1930,
08MF005,1,1,1917,31,518,,,,447,,,,7050,,,,4020,,2830,,,,1520,,,,1930,
08MF005,1,1,1918,01,2190,,1230,,1040,,1180,,3650,,5380,,8380,,5950,,3710,,1890,,1720,,844,
08MF005,1,1,1918,02,2050,,1180,,1040,,1180,,3960,,5470,,7790,,5950,,3600,,1890,,1640,,895,
08MF005,1,1,1918,03,2170,,1160,,1010,,1210,,4360,,5550,,7420,,5660,,3480,,1850,,1520,,923,
08MF005,1,1,1918,04,2010,,1230,,985,,1210,,4980,,5440,,7250,,5660,,3370,,1810,,1490,,1210,
08MF005,1,1,1918,05,1970,,1280,,985,,1230,,5040,,5320,,7050,,5660,,3230,,1810,,1420,,1010,
08MF005,1,1,1918,06,2050,,1330,,827,,1230,,5320,,5270,,6850,,5380,,3000,,1810,,1380,,980,
08MF005,1,1,1918,07,2130,,1280,,804,,1230,,5640,,5440,,6630,,5040,,2920,,1770,,1310,,980,
08MF005,1,1,1918,08,2170,,1240,,850,,1270,,5860,,5610,,6540,,4300,,2860,,1680,,1280,,923,
08MF005,1,1,1918,09,2170,,1300,,900,,1380,,5690,,5860,,6540,,4530,,2790,,1640,,1250,,951,
08MF005,1,1,1918,10,1970,,1300,,875,,1480,,5440,,6680,,6740,,4300,,2700,,1600,,1280,,923,
08MF005,1,1,1918,11,1810,,1300,,827,,1610,,5320,,6990,,6850,,4300,,2700,,1640,,1280,,895,
08MF005,1,1,1918,12,1770,,1240,,827,,1730,,5350,,8040,,7050,,4160,,2650,,1850,,1180,,895,
08MF005,1,1,1918,13,1590,,1210,,827,,1780,,5440,,8920,,7110,,4050,,2610,,1680,,1210,,923,
08MF005,1,1,1918,14,1270,,1180,,850,,1850,,5690,,9400,,7160,,3960,,2510,,1680,,1250,,951,
08MF005,1,1,1918,15,1380,,1160,,875,,1930,,6060,,9320,,7160,,3910,,2470,,1770,,1250,,951,
08MF005,1,1,1918,16,1520,,1130,,957,,2050,,6060,,9090,,6940,,3790,,2420,,1680,,1210,,895,
08MF005,1,1,1918,17,1480,,1100,,929,,2050,,6310,,9400,,6850,,3710,,2380,,1600,,1140,,818,
08MF005,1,1,1918,18,1620,,1070,,957,,2010,,6310,,9660,,6990,,3600,,2340,,1520,,1140,,844,
08MF005,1,1,1918,19,1590,,1040,,957,,1970,,6230,,9770,,7050,,3600,,2290,,1490,,1110,,818,
08MF005,1,1,1918,20,1480,,1010,,929,,2050,,6120,,9460,,7160,,3600,,2290,,1420,,1110,,818,
08MF005,1,1,1918,21,1450,,985,,929,,2210,,5800,,9510,,7250,,3710,,2250,,1380,,1080,,770,
08MF005,1,1,1918,22,1420,,957,,957,,2420,,5920,,9600,,7360,,3650,,2210,,1420,,1080,,748,
08MF005,1,1,1918,23,1450,,1010,,1010,,2650,,5270,,9400,,7650,,3540,,2170,,1450,,1010,,725,
08MF005,1,1,1918,24,1520,,1130,,1040,,2860,,5040,,9170,,7360,,3540,,2170,,1560,,980,,702,
08MF005,1,1,1918,25,1420,,985,,1100,,3000,,4870,,9260,,7080,,3600,,2130,,1560,,951,,657,
08MF005,1,1,1918,26,1350,,985,,1100,,3030,,4670,,9400,,6800,,3850,,2090,,1560,,869,,612,
08MF005,1,1,1918,27,1340,,985,,1040,,3090,,4530,,9400,,6510,,4300,,2010,,1640,,818,,612,
08MF005,1,1,1918,28,1330,,1040,,1070,,3110,,4420,,9320,,6230,,4420,,1970,,1600,,793,,680,
08MF005,1,1,1918,29,1270,,,,1070,,3170,,4590,,9090,,6230,,4300,,1930,,1600,,770,,702,
08MF005,1,1,1918,30,1210,,,,1130,,3310,,4930,,8920,,5950,,4020,,1890,,1520,,818,,680,
08MF005,1,1,1918,31,1230,,,,1180,,,,5100,,,,5950,,3790,,,,1680,,,,612,
08MF005,1,1,1919,01,589,,612,,473,,634,,3030,,6060,,7250,,5640,,3370,,1680,,1180,,1280,
08MF005,1,1,1919,02,566,,589,,379,,680,,3030,,5890,,7250,,5580,,3260,,1600,,1180,,1210,
08MF005,1,1,1919,03,547,,547,,408,,725,,2940,,5720,,7190,,5640,,3030,,1560,,1110,,1140,
08MF005,1,1,1919,04,589,,547,,422,,818,,2890,,5640,,6990,,5640,,2890,,1490,,1080,,1180,
08MF005,1,1,1919,05,612,,547,,473,,793,,2750,,5640,,6880,,5720,,2750,,1450,,1010,,1210,
08MF005,1,1,1919,06,612,,547,,473,,793,,2590,,5720,,6880,,5720,,2640,,1420,,980,,1210,
08MF005,1,1,1919,07,612,,547,,490,,844,,2590,,5640,,6820,,5640,,2490,,1350,,923,,1210,
08MF005,1,1,1919,08,612,,527,,507,,895,,2540,,5640,,7310,,5520,,2440,,1380,,869,,1110,
08MF005,1,1,1919,09,612,,589,,490,,895,,2590,,5780,,7930,,5320,,2440,,1350,,793,,1080,
08MF005,1,1,1919,10,657,,634,,507,,1140,,2640,,5520,,8270,,5180,,2490,,1310,,702,,1110,
08MF005,1,1,1919,11,702,,657,,490,,1110,,2700,,5380,,7990,,5070,,2490,,1350,,680,,1010,
08MF005,1,1,1919,12,702,,634,,507,,1080,,2830,,5180,,7560,,5010,,2590,,1380,,634,,1080,
08MF005,1,1,1919,13,680,,657,,490,,1280,,3030,,5270,,7310,,4840,,2400,,1350,,589,,1010,
08MF005,1,1,1919,14,657,,634,,490,,1180,,3030,,5470,,7360,,4670,,2300,,1310,,612,,923,
08MF005,1,1,1919,15,680,,634,,490,,1210,,3140,,5720,,7500,,4500,,2300,,1350,,1250,,1080,
08MF005,1,1,1919,16,702,,634,,473,,1210,,3200,,5780,,7560,,4390,,2250,,1490,,1940,,1210,
08MF005,1,1,1919,17,748,,634,,527,,1280,,3200,,6000,,7500,,4390,,2300,,1560,,1640,,1140,
08MF005,1,1,1919,18,818,,634,,527,,1350,,3260,,6260,,7310,,4330,,2300,,1450,,1490,,1080,
08MF005,1,1,1919,19,770,,634,,527,,1420,,3820,,6680,,7310,,4280,,2300,,1350,,1450,,1250,
08MF005,1,1,1919,20,725,,612,,507,,1490,,4160,,6990,,7250,,4280,,2250,,1310,,1560,,1210,
08MF005,1,1,1919,21,702,,589,,507,,1520,,4390,,7140,,7050,,4330,,2250,,1280,,1770,,1040,
08MF005,1,1,1919,22,725,,589,,507,,1560,,5520,,7190,,6820,,4450,,2300,,1350,,1940,,1010,
08MF005,1,1,1919,23,770,,566,,507,,1640,,5380,,7650,,6880,,4390,,2440,,1420,,2200,,1110,
