MET file converted from FVCOM file2014_12Kmwrf.dat
KT = coef of heat exchange (watts/m2/C) (not used), TE = equil temp (C) (not used)
 IO = PAR (E/m2/day), FD=Fraction of day, and WS = wind speed (m/s)
    JDAY    KT      TE      IO      FD      WS  
0537.500  14.940  23.030  68.030   0.661   3.434
0538.500  14.940  23.030  63.337   0.661   2.544
0539.500  14.940  23.030  70.387   0.661   2.592
0540.500  14.940  23.030  57.604   0.661   3.320
0541.500  14.940  23.030  62.505   0.661   3.362
0542.500  14.940  23.030  48.721   0.661   5.558
0543.500  14.940  23.030  69.063   0.661   5.872
0544.500  14.940  23.030  44.205   0.661   3.376
0545.500  14.940  23.030  72.106   0.661   4.449
0546.500  14.940  23.030  68.365   0.661   4.643
0547.500  14.940  23.030  63.069   0.661   3.075
0548.500  14.940  23.030  48.977   0.661   2.316
0549.500  14.940  23.030  49.972   0.661   2.558
0550.500  14.940  23.030  59.201   0.661   2.376
0551.500  14.940  23.030  69.060   0.658   2.746
0552.500  14.940  23.030  66.681   0.656   4.141
0553.500  14.940  23.030  71.136   0.653   4.209
0554.500  14.940  23.030  70.870   0.651   3.077
0555.500  14.940  23.030  71.469   0.648   2.625
0556.500  14.940  23.030  71.255   0.645   3.360
0557.500  14.940  23.030  67.945   0.643   2.604
0558.500  14.940  23.030  45.410   0.639   3.258
0559.500  14.940  23.030  67.178   0.634   2.351
0560.500  14.940  23.030  69.946   0.630   2.288
0561.500  14.940  23.030  68.618   0.626   3.120
0562.500  14.940  23.030  68.854   0.622   2.870
0563.500  14.940  23.030  64.240   0.617   2.495
0564.500  14.940  23.030  41.271   0.613   4.295
0565.500  14.940  23.030  17.836   0.609   1.780
0566.500  14.940  23.030  68.084   0.605   2.543
0567.500  14.940  23.030  67.543   0.600   2.248
0568.500  14.940  23.030  23.652   0.596   5.742
0569.500  14.940  23.030  52.792   0.592   3.026
0570.500  14.940  23.030  66.451   0.588   2.552
0571.500  14.940  23.030  66.507   0.583   3.109
0572.500  14.940  23.030  66.130   0.583   4.783
0573.500  14.940  23.030  66.351   0.583   4.527
0574.500  14.940  23.030  65.869   0.583   3.877
0575.500  14.940  23.030  65.425   0.583   3.508
0576.500  14.940  23.030  65.382   0.583   4.111
0577.500  14.940  23.030  54.913   0.583   3.163
0578.500  14.940  23.030  64.064   0.583   3.175
0579.500  14.940  23.030  64.011   0.582   3.264
0580.500  14.940  23.030  64.644   0.582   3.599
0581.500  14.940  23.030  63.160   0.581   2.657
0582.500  14.940  23.030  45.235   0.580   2.473
0583.500  14.940  23.030  61.087   0.579   2.771
0584.500  14.940  23.030  61.068   0.578   2.835
0585.500  14.940  23.030  60.382   0.577   3.441
0586.500  14.940  23.030  62.069   0.578   4.798
0587.500  14.940  23.030  58.315   0.579   3.618
0588.500  14.940  23.030  50.125   0.580   2.738
0589.500  14.940  23.030  27.125   0.581   4.310
0590.500  14.940  23.030  46.361   0.582   2.171
0591.500  14.940  23.030  52.789   0.582   2.292
0592.500  14.940  23.030  56.384   0.583   2.208
0593.500  14.940  23.030  56.947   0.581   3.090
0594.500  14.940  23.030  57.178   0.578   3.997
0595.500  14.940  23.030  39.511   0.576   3.132
0596.500  14.940  23.030  54.819   0.573   3.354
0597.500  14.940  23.030  56.119   0.571   3.848
0598.500  14.940  23.030  55.122   0.568   2.451
0599.500  14.940  23.030  55.276   0.565   1.985
0600.500  14.940  23.030  54.634   0.560   3.068
0601.500  14.940  23.030  53.606   0.554   3.515
0602.500  14.940  23.030  52.506   0.548   2.685
0603.500  14.940  23.030  51.262   0.542   2.326
0604.500  14.940  23.030  47.453   0.536   2.162
0605.500  14.940  23.030  10.987   0.530   1.858
0606.500  14.940  23.030  15.826   0.524   2.849
0607.500  14.940  23.030  45.091   0.520   3.042
0608.500  14.940  23.030  31.472   0.517   2.465
0609.500  14.940  23.030  33.222   0.514   2.887
0610.500  14.940  23.030  50.529   0.510   2.432
0611.500  14.940  23.030  50.329   0.507   4.310
0612.500  14.940  23.030  49.940   0.503   4.632
0613.500  14.940  23.030  49.672   0.500   4.130
0614.500  14.940  23.030  48.996   0.500   2.223
0615.500  14.940  23.030  30.684   0.500   2.768
0616.500  14.940  23.030  41.852   0.500   2.510
0617.500  14.940  23.030  47.361   0.500   5.649
0618.500  14.940  23.030  48.206   0.500   3.729
0619.500  14.940  23.030  47.363   0.500   5.592
0620.500  14.940  23.030  46.432   0.500   4.160
0621.500  14.940  23.030  45.779   0.499   3.420
0622.500  14.940  23.030  44.956   0.498   2.005
0623.500  14.940  23.030  38.943   0.497   2.720
0624.500  14.940  23.030  28.716   0.497   2.004
0625.500  14.940  23.030   8.711   0.496   1.391
0626.500  14.940  23.030  26.892   0.495   2.712
0627.500  14.940  23.030  41.417   0.494   4.498
0628.500  14.940  23.030  40.386   0.494   4.171
0629.500  14.940  23.030  35.811   0.494   4.710
0630.500  14.940  23.030  19.842   0.494   4.550
0631.500  14.940  23.030  26.863   0.494   4.862
0632.500  14.940  23.030  36.319   0.494   3.905
0633.500  14.940  23.030  13.140   0.494   4.860
0634.500  14.940  23.030  37.830   0.494   3.892
0635.500  14.940  23.030  37.624   0.486   3.804
0636.500  14.940  23.030  24.011   0.479   3.826
0637.500  14.940  23.030  36.260   0.471   2.262
0638.500  14.940  23.030  32.168   0.463   3.218
0639.500  14.940  23.030  35.280   0.456   2.004
0640.500  14.940  23.030  31.339   0.448   1.632
0641.500  14.940  23.030  23.286   0.440   1.859
0642.500  14.940  23.030  33.247   0.437   2.381
0643.500  14.940  23.030  32.122   0.434   2.094
0644.500  14.940  23.030  31.997   0.430   3.212
0645.500  14.940  23.030  22.509   0.427   1.432
0646.500  14.940  23.030  23.098   0.423   1.953
0647.500  14.940  23.030  25.244   0.420   6.246
0648.500  14.940  23.030  29.868   0.417   2.640
0649.500  14.940  23.030  20.937   0.416   4.006
0650.500  14.940  23.030  10.368   0.415   7.186
0651.500  14.940  23.030  13.400   0.414   3.098
0652.500  14.940  23.030  18.752   0.413   6.055
0653.500  14.940  23.030  23.937   0.412   4.845
0654.500  14.940  23.030  10.033   0.412   6.318
0655.500  14.940  23.030  24.987   0.411   4.926
0656.500  14.940  23.030  25.717   0.409   5.282
0657.500  14.940  23.030  26.487   0.407   5.765
0658.500  14.940  23.030  20.111   0.406   8.824
0659.500  14.940  23.030   8.159   0.404   8.641
0660.500  14.940  23.030  19.320   0.402   7.761
0661.500  14.940  23.030  14.032   0.401   3.337
0662.500  14.940  23.030  10.108   0.399   4.706
0663.500  14.940  23.030  19.819   0.395   5.763
0664.500  14.940  23.030  16.935   0.392   5.495
0665.500  14.940  23.030   7.111   0.389   8.354
0666.500  14.940  23.030  23.261   0.385   5.521
0667.500  14.940  23.030   6.778   0.382   4.234
0668.500  14.940  23.030  18.623   0.378   2.697
0669.500  14.940  23.030  22.335   0.375   2.592
0670.500  14.940  23.030   8.711   0.373   6.138
0671.500  14.940  23.030   6.408   0.372   8.865
0672.500  14.940  23.030  12.627   0.370   4.343
0673.500  14.940  23.030   6.484   0.368   5.343
0674.500  14.940  23.030   7.503   0.366   9.464
0675.500  14.940  23.030  19.237   0.365   3.265
0676.500  14.940  23.030  17.831   0.363   3.328
0677.500  14.940  23.030  15.954   0.360   7.217
0678.500  14.940  23.030  19.741   0.356   4.922
0679.500  14.940  23.030  20.375   0.353   7.629
0680.500  14.940  23.030  20.327   0.349   9.096
0681.500  14.940  23.030  19.644   0.346   6.734
0682.500  14.940  23.030  19.192   0.343   3.924
0683.500  14.940  23.030  19.128   0.339   4.670
0684.500  14.940  23.030  18.237   0.335   3.739
0685.500  14.940  23.030  18.080   0.331   2.115
0686.500  14.940  23.030  14.879   0.327   3.713
0687.500  14.940  23.030  13.345   0.322   4.446
0688.500  14.940  23.030   8.788   0.318   5.549
0689.500  14.940  23.030   1.695   0.314   7.217
0690.500  14.940  23.030  15.954   0.310   3.429
0691.500  14.940  23.030  15.020   0.311   5.776
0692.500  14.940  23.030   3.024   0.313   8.024
0693.500  14.940  23.030   1.867   0.315   4.619
0694.500  14.940  23.030   1.196   0.316  10.234
0695.500  14.940  23.030   5.127   0.318   9.653
0696.500  14.940  23.030   4.585   0.320   6.450
0697.500  14.940  23.030  15.914   0.321   8.838
0698.500  14.940  23.030  15.708   0.321   4.363
0699.500  14.940  23.030  15.282   0.320   2.697
0700.500  14.940  23.030  14.832   0.319   5.528
0701.500  14.940  23.030  14.072   0.318   3.945
0702.500  14.940  23.030   8.701   0.317   2.678
0703.500  14.940  23.030   2.803   0.316   3.088
0704.500  14.940  23.030   8.063   0.315   6.749
0705.500  14.940  23.030   8.934   0.317   3.889
0706.500  14.940  23.030   6.543   0.319   7.200
0707.500  14.940  23.030   9.303   0.321  10.845
0708.500  14.940  23.030   2.198   0.322  11.428
0709.500  14.940  23.030   3.775   0.324   8.281
0710.500  14.940  23.030  11.981   0.326   5.497
0711.500  14.940  23.030  12.023   0.327   3.437
0712.500  14.940  23.030  13.601   0.327   5.269
0713.500  14.940  23.030   4.814   0.326   6.036
0714.500  14.940  23.030   3.082   0.325   3.476
0715.500  14.940  23.030   6.563   0.324   2.947
0716.500  14.940  23.030   4.083   0.323   7.284
0717.500  14.940  23.030   3.698   0.322   8.326
0718.500  14.940  23.030   1.912   0.321   9.804
0719.500  14.940  23.030  11.291   0.323   5.853
0720.500  14.940  23.030  11.398   0.325   1.808
0721.500  14.940  23.030   2.151   0.327   6.435
0722.500  14.940  23.030  10.404   0.328   4.255
0723.500  14.940  23.030  11.742   0.330   3.020
0724.500  14.940  23.030   9.045   0.332   2.869
0725.500  14.940  23.030   5.235   0.333   4.692
0726.500  14.940  23.030  11.770   0.333   6.335
0727.500  14.940  23.030  14.235   0.333   6.127
0728.500  14.940  23.030  14.375   0.333   3.603
0729.500  14.940  23.030  13.949   0.333   3.460
0730.000  14.940  23.030   7.904   0.327   1.510
0730.500  14.940  23.030   7.904   0.327   1.510
0731.500  14.940  23.030   3.579   0.327   7.986
0732.500  14.940  23.030  13.182   0.327   4.903
0733.500  14.940  23.030  14.622   0.327   3.111
0734.500  14.940  23.030  14.526   0.326   3.875
0735.500  14.940  23.030  10.279   0.324   5.775
0736.500  14.940  23.030   2.936   0.322   7.733
0737.500  14.940  23.030   3.913   0.321   7.857
0738.500  14.940  23.030   5.191   0.319   7.177
0739.500  14.940  23.030   3.160   0.317   8.835
0740.500  14.940  23.030   6.494   0.315  12.387
0741.500  14.940  23.030   5.220   0.318   6.436
0742.500  14.940  23.030   8.795   0.321   5.465
0743.500  14.940  23.030   9.770   0.323   3.326
0744.500  14.940  23.030  15.397   0.326   2.838
0745.500  14.940  23.030  15.130   0.328   4.353
0746.500  14.940  23.030  16.472   0.331   3.776
0747.500  14.940  23.030  16.265   0.333   5.181
0748.500  14.940  23.030  15.099   0.333   3.855
0749.500  14.940  23.030  17.176   0.333   2.338
0750.500  14.940  23.030  13.059   0.333   5.662
0751.500  14.940  23.030  13.646   0.333   3.535
0752.500  14.940  23.030  17.910   0.333   4.685
0753.500  14.940  23.030  17.848   0.333   2.425
0754.500  14.940  23.030  19.006   0.333   3.152
0755.500  14.940  23.030  18.422   0.338   2.928
0756.500  14.940  23.030   8.741   0.344   3.727
0757.500  14.940  23.030   4.519   0.349   3.897
0758.500  14.940  23.030   3.970   0.354   6.698
0759.500  14.940  23.030   7.670   0.359   3.715
0760.500  14.940  23.030  20.627   0.364   5.304
0761.500  14.940  23.030  16.340   0.369   2.610
0762.500  14.940  23.030  21.484   0.373   5.193
0763.500  14.940  23.030  21.496   0.378   6.479
0764.500  14.940  23.030  22.947   0.382   7.015
0765.500  14.940  23.030  24.116   0.386   8.235
0766.500  14.940  23.030  24.168   0.390   6.667
0767.500  14.940  23.030  23.030   0.395   3.442
0768.500  14.940  23.030  23.373   0.399   4.338
0769.500  14.940  23.030  20.545   0.400   4.000
0770.500  14.940  23.030  12.887   0.401   8.297
0771.500  14.940  23.030  12.762   0.401   7.866
0772.500  14.940  23.030  20.261   0.402   7.427
0773.500  14.940  23.030  25.405   0.403   7.690
0774.500  14.940  23.030  24.970   0.404   7.516
0775.500  14.940  23.030   7.947   0.405   7.484
0776.500  14.940  23.030   6.320   0.406  11.337
0777.500  14.940  23.030  15.540   0.408   6.542
0778.500  14.940  23.030   7.622   0.410   7.993
0779.500  14.940  23.030  24.273   0.412   5.373
0780.500  14.940  23.030  10.933   0.413   4.699
0781.500  14.940  23.030  24.082   0.415   3.261
0782.500  14.940  23.030  10.080   0.417   4.042
0783.500  14.940  23.030   4.572   0.416   3.881
0784.500  14.940  23.030   6.859   0.415   3.586
0785.500  14.940  23.030  28.020   0.414   4.126
0786.500  14.940  23.030  27.596   0.413   3.086
0787.500  14.940  23.030  16.046   0.412   2.570
0788.500  14.940  23.030  29.111   0.412   4.940
0789.500  14.940  23.030  10.391   0.411   7.512
0790.500  14.940  23.030   8.894   0.413   5.803
0791.500  14.940  23.030  21.221   0.416   5.258
0792.500  14.940  23.030  15.460   0.418   3.507
0793.500  14.940  23.030  27.038   0.421   7.857
0794.500  14.940  23.030   9.858   0.423   9.925
0795.500  14.940  23.030  35.299   0.426   5.817
0796.500  14.940  23.030   9.908   0.429   7.935
0797.500  14.940  23.030  31.183   0.435   2.922
0798.500  14.940  23.030  33.428   0.442   4.959
0799.500  14.940  23.030  38.047   0.449   2.246
0800.500  14.940  23.030  38.912   0.456   2.697
0801.500  14.940  23.030  28.376   0.463   3.693
0802.500  14.940  23.030  39.086   0.469   5.312
0803.500  14.940  23.030  12.410   0.476   8.002
0804.500  14.940  23.030   7.923   0.480   3.474
0805.500  14.940  23.030  42.018   0.483   6.251
0806.500  14.940  23.030  35.292   0.486   5.455
0807.500  14.940  23.030  35.447   0.490   6.055
0808.500  14.940  23.030  41.316   0.493   2.880
0809.500  14.940  23.030  38.933   0.497   3.482
0810.500  14.940  23.030  29.498   0.500   2.805
0811.500  14.940  23.030  44.988   0.500   3.162
0812.500  14.940  23.030  34.920   0.500   3.991
0813.500  14.940  23.030  24.830   0.500   7.494
0814.500  14.940  23.030  29.195   0.500   4.715
0815.500  14.940  23.030  44.411   0.500   3.247
0816.500  14.940  23.030  19.295   0.500   6.102
0817.500  14.940  23.030  33.912   0.500   8.411
0818.500  14.940  23.030  40.031   0.500   6.103
0819.500  14.940  23.030  45.851   0.500   2.912
0820.500  14.940  23.030  47.893   0.500   4.597
0821.500  14.940  23.030  46.149   0.500   3.564
0822.500  14.940  23.030  24.107   0.500   7.369
0823.500  14.940  23.030  43.910   0.500   5.092
0824.500  14.940  23.030  22.655   0.500   4.779
0825.500  14.940  23.030  50.725   0.504   3.915
0826.500  14.940  23.030  49.406   0.509   5.149
0827.500  14.940  23.030  27.592   0.513   4.917
0828.500  14.940  23.030  48.586   0.517   3.635
0829.500  14.940  23.030  50.232   0.521   2.649
0830.500  14.940  23.030  47.485   0.526   2.710
0831.500  14.940  23.030  49.141   0.530   4.492
0832.500  14.940  23.030  56.283   0.533   2.528
0833.500  14.940  23.030  49.524   0.537   4.848
0834.500  14.940  23.030  45.057   0.540   5.600
0835.500  14.940  23.030  23.022   0.543   7.527
0836.500  14.940  23.030  24.633   0.547   6.783
0837.500  14.940  23.030  57.593   0.550   3.062
0838.500  14.940  23.030  33.676   0.554   7.586
0839.500  14.940  23.030  40.518   0.558   4.910
0840.500  14.940  23.030  50.082   0.562   4.687
0841.500  14.940  23.030  53.071   0.566   4.728
0842.500  14.940  23.030  54.967   0.571   6.811
0843.500  14.940  23.030  58.471   0.575   8.229
0844.500  14.940  23.030  61.271   0.579   4.131
0845.500  14.940  23.030  59.223   0.583   5.330
0846.500  14.940  23.030  44.805   0.582   5.450
0847.500  14.940  23.030  60.575   0.582   3.089
0848.500  14.940  23.030  50.469   0.581   3.178
0849.500  14.940  23.030  62.006   0.580   3.254
0850.500  14.940  23.030  55.572   0.579   3.150
0851.500  14.940  23.030  42.911   0.578   4.923
0852.500  14.940  23.030  43.648   0.577   6.301
0853.500  14.940  23.030  36.336   0.578   7.963
0854.500  14.940  23.030  60.397   0.579   3.411
0855.500  14.940  23.030  64.607   0.580   3.063
0856.500  14.940  23.030  64.469   0.581   3.055
0857.500  14.940  23.030  25.560   0.582   5.308
0858.500  14.940  23.030  51.330   0.582   5.336
0859.500  14.940  23.030  58.652   0.583   2.999
0860.500  14.940  23.030  66.573   0.583   2.844
0861.500  14.940  23.030  66.674   0.583   2.611
0862.500  14.940  23.030  66.686   0.583   3.085
0863.500  14.940  23.030  65.747   0.583   3.715
0864.500  14.940  23.030  46.427   0.583   4.124
0865.500  14.940  23.030  53.085   0.583   4.911
0866.500  14.940  23.030  61.927   0.583   1.791
0867.500  14.940  23.030  66.244   0.587   1.921
0868.500  14.940  23.030  68.340   0.590   3.486
0869.500  14.940  23.030  68.321   0.594   3.380
0870.500  14.940  23.030  66.352   0.597   2.372
0871.500  14.940  23.030  53.112   0.600   1.945
0872.500  14.940  23.030  43.963   0.604   3.659
0873.500  14.940  23.030  49.160   0.607   2.785
0874.500  14.940  23.030  53.453   0.613   1.991
0875.500  14.940  23.030  68.876   0.619   2.019
0876.500  14.940  23.030  67.567   0.625   2.442
0877.500  14.940  23.030  57.871   0.631   3.385
0878.500  14.940  23.030  63.312   0.637   3.545
0879.500  14.940  23.030  71.684   0.643   5.080
0880.500  14.940  23.030  70.809   0.649   2.849
0881.500  14.940  23.030  71.152   0.651   3.393
0882.500  14.940  23.030  71.620   0.654   3.290
0883.500  14.940  23.030  71.229   0.656   3.888
0884.500  14.940  23.030  71.633   0.659   2.808
0885.500  14.940  23.030  72.957   0.662   3.302
0886.500  14.940  23.030  72.872   0.664   4.157
0887.500  14.940  23.030  67.647   0.667   2.562
0888.500  14.940  23.030  58.495   0.662   2.525
0889.500  14.940  23.030  72.949   0.656   3.872
0890.500  14.940  23.030  71.687   0.651   3.007
0891.500  14.940  23.030  59.338   0.646   2.821
0892.500  14.940  23.030  40.500   0.641   3.388
0893.500  14.940  23.030  28.103   0.636   4.370
0894.500  14.940  23.030  47.480   0.631   3.209
0895.500  14.940  23.030  44.485   0.635   3.221
0896.500  14.940  23.030  71.612   0.639   2.172
0897.500  14.940  23.030  72.353   0.644   3.253
0898.500  14.940  23.030  67.555   0.648   3.011
0899.500  14.940  23.030  67.814   0.652   3.855
0900.500  14.940  23.030  49.967   0.656   3.133
0901.500  14.940  23.030  73.087   0.661   3.625
0902.500  14.940  23.030  68.030   0.661   3.434
0903.500  14.940  23.030  63.337   0.661   2.544
0904.500  14.940  23.030  70.387   0.661   2.592
0905.500  14.940  23.030  57.604   0.661   3.320
0906.500  14.940  23.030  62.505   0.661   3.362
0907.500  14.940  23.030  48.721   0.661   5.558
0908.500  14.940  23.030  69.063   0.661   5.872
0909.500  14.940  23.030  44.205   0.661   3.376
0910.500  14.940  23.030  72.106   0.661   4.449
0911.500  14.940  23.030  68.365   0.661   4.643
0912.500  14.940  23.030  63.069   0.661   3.075
0913.500  14.940  23.030  48.977   0.661   2.316
0914.500  14.940  23.030  49.972   0.661   2.558
0915.500  14.940  23.030  59.201   0.661   2.376
0916.500  14.940  23.030  69.060   0.658   2.746
0917.500  14.940  23.030  66.681   0.656   4.141
0918.500  14.940  23.030  71.136   0.653   4.209
0919.500  14.940  23.030  70.870   0.651   3.077
0920.500  14.940  23.030  71.469   0.648   2.625
0921.500  14.940  23.030  71.255   0.645   3.360
0922.500  14.940  23.030  67.945   0.643   2.604
0923.500  14.940  23.030  45.410   0.639   3.258
0924.500  14.940  23.030  67.178   0.634   2.351
0925.500  14.940  23.030  69.946   0.630   2.288
0926.500  14.940  23.030  68.618   0.626   3.120
0927.500  14.940  23.030  68.854   0.622   2.870
0928.500  14.940  23.030  64.240   0.617   2.495
0929.500  14.940  23.030  41.271   0.613   4.295
0930.500  14.940  23.030  17.836   0.609   1.780
0931.500  14.940  23.030  68.084   0.605   2.543
0932.500  14.940  23.030  67.543   0.600   2.248
0933.500  14.940  23.030  23.652   0.596   5.742
0934.500  14.940  23.030  52.792   0.592   3.026
0935.500  14.940  23.030  66.451   0.588   2.552
0936.500  14.940  23.030  66.507   0.583   3.109
0937.500  14.940  23.030  66.130   0.583   4.783
0938.500  14.940  23.030  66.351   0.583   4.527
0939.500  14.940  23.030  65.869   0.583   3.877
0940.500  14.940  23.030  65.425   0.583   3.508
0941.500  14.940  23.030  65.382   0.583   4.111
0942.500  14.940  23.030  54.913   0.583   3.163
0943.500  14.940  23.030  64.064   0.583   3.175
0944.500  14.940  23.030  64.011   0.582   3.264
0945.500  14.940  23.030  64.644   0.582   3.599
0946.500  14.940  23.030  63.160   0.581   2.657
0947.500  14.940  23.030  45.235   0.580   2.473
0948.500  14.940  23.030  61.087   0.579   2.771
0949.500  14.940  23.030  61.068   0.578   2.835
0950.500  14.940  23.030  60.382   0.577   3.441
0951.500  14.940  23.030  62.069   0.578   4.798
0952.500  14.940  23.030  58.315   0.579   3.618
0953.500  14.940  23.030  50.125   0.580   2.738
0954.500  14.940  23.030  27.125   0.581   4.310
0955.500  14.940  23.030  46.361   0.582   2.171
0956.500  14.940  23.030  52.789   0.582   2.292
0957.500  14.940  23.030  56.384   0.583   2.208
0958.500  14.940  23.030  56.947   0.581   3.090
0959.500  14.940  23.030  57.178   0.578   3.997
0960.500  14.940  23.030  39.511   0.576   3.132
0961.500  14.940  23.030  54.819   0.573   3.354
0962.500  14.940  23.030  56.119   0.571   3.848
0963.500  14.940  23.030  55.122   0.568   2.451
0964.500  14.940  23.030  55.276   0.565   1.985
0965.500  14.940  23.030  54.634   0.560   3.068
0966.500  14.940  23.030  53.606   0.554   3.515
0967.500  14.940  23.030  52.506   0.548   2.685
0968.500  14.940  23.030  51.262   0.542   2.326
0969.500  14.940  23.030  47.453   0.536   2.162
0970.500  14.940  23.030  10.987   0.530   1.858
0971.500  14.940  23.030  15.826   0.524   2.849
0972.500  14.940  23.030  45.091   0.520   3.042
0973.500  14.940  23.030  31.472   0.517   2.465
0974.500  14.940  23.030  33.222   0.514   2.887
0975.500  14.940  23.030  50.529   0.510   2.432
0976.500  14.940  23.030  50.329   0.507   4.310
0977.500  14.940  23.030  49.940   0.503   4.632
0978.500  14.940  23.030  49.672   0.500   4.130
0979.500  14.940  23.030  48.996   0.500   2.223
0980.500  14.940  23.030  30.684   0.500   2.768
0981.500  14.940  23.030  41.852   0.500   2.510
0982.500  14.940  23.030  47.361   0.500   5.649
0983.500  14.940  23.030  48.206   0.500   3.729
0984.500  14.940  23.030  47.363   0.500   5.592
0985.500  14.940  23.030  46.432   0.500   4.160
0986.500  14.940  23.030  45.779   0.499   3.420
0987.500  14.940  23.030  44.956   0.498   2.005
0988.500  14.940  23.030  38.943   0.497   2.720
0989.500  14.940  23.030  28.716   0.497   2.004
0990.500  14.940  23.030   8.711   0.496   1.391
0991.500  14.940  23.030  26.892   0.495   2.712
0992.500  14.940  23.030  41.417   0.494   4.498
0993.500  14.940  23.030  40.386   0.494   4.171
0994.500  14.940  23.030  35.811   0.494   4.710
0995.500  14.940  23.030  19.842   0.494   4.550
0996.500  14.940  23.030  26.863   0.494   4.862
0997.500  14.940  23.030  36.319   0.494   3.905
0998.500  14.940  23.030  13.140   0.494   4.860
0999.500  14.940  23.030  37.830   0.494   3.892
1000.500  14.940  23.030  37.624   0.486   3.804
1001.500  14.940  23.030  24.011   0.479   3.826
1002.500  14.940  23.030  36.260   0.471   2.262
1003.500  14.940  23.030  32.168   0.463   3.218
1004.500  14.940  23.030  35.280   0.456   2.004
1005.500  14.940  23.030  31.339   0.448   1.632
1006.500  14.940  23.030  23.286   0.440   1.859
1007.500  14.940  23.030  33.247   0.437   2.381
1008.500  14.940  23.030  32.122   0.434   2.094
1009.500  14.940  23.030  31.997   0.430   3.212
1010.500  14.940  23.030  22.509   0.427   1.432
1011.500  14.940  23.030  23.098   0.423   1.953
1012.500  14.940  23.030  25.244   0.420   6.246
1013.500  14.940  23.030  29.868   0.417   2.640
1014.500  14.940  23.030  20.937   0.416   4.006
1015.500  14.940  23.030  10.368   0.415   7.186
1016.500  14.940  23.030  13.400   0.414   3.098
1017.500  14.940  23.030  18.752   0.413   6.055
1018.500  14.940  23.030  23.937   0.412   4.845
1019.500  14.940  23.030  10.033   0.412   6.318
1020.500  14.940  23.030  24.987   0.411   4.926
1021.500  14.940  23.030  25.717   0.409   5.282
1022.500  14.940  23.030  26.487   0.407   5.765
1023.500  14.940  23.030  20.111   0.406   8.824
1024.500  14.940  23.030   8.159   0.404   8.641
1025.500  14.940  23.030  19.320   0.402   7.761
1026.500  14.940  23.030  14.032   0.401   3.337
1027.500  14.940  23.030  10.108   0.399   4.706
1028.500  14.940  23.030  19.819   0.395   5.763
1029.500  14.940  23.030  16.935   0.392   5.495
1030.500  14.940  23.030   7.111   0.389   8.354
1031.500  14.940  23.030  23.261   0.385   5.521
1032.500  14.940  23.030   6.778   0.382   4.234
1033.500  14.940  23.030  18.623   0.378   2.697
1034.500  14.940  23.030  22.335   0.375   2.592
1035.500  14.940  23.030   8.711   0.373   6.138
1036.500  14.940  23.030   6.408   0.372   8.865
1037.500  14.940  23.030  12.627   0.370   4.343
1038.500  14.940  23.030   6.484   0.368   5.343
1039.500  14.940  23.030   7.503   0.366   9.464
1040.500  14.940  23.030  19.237   0.365   3.265
1041.500  14.940  23.030  17.831   0.363   3.328
1042.500  14.940  23.030  15.954   0.360   7.217
1043.500  14.940  23.030  19.741   0.356   4.922
1044.500  14.940  23.030  20.375   0.353   7.629
1045.500  14.940  23.030  20.327   0.349   9.096
1046.500  14.940  23.030  19.644   0.346   6.734
1047.500  14.940  23.030  19.192   0.343   3.924
1048.500  14.940  23.030  19.128   0.339   4.670
1049.500  14.940  23.030  18.237   0.335   3.739
1050.500  14.940  23.030  18.080   0.331   2.115
1051.500  14.940  23.030  14.879   0.327   3.713
1052.500  14.940  23.030  13.345   0.322   4.446
1053.500  14.940  23.030   8.788   0.318   5.549
1054.500  14.940  23.030   1.695   0.314   7.217
1055.500  14.940  23.030  15.954   0.310   3.429
1056.500  14.940  23.030  15.020   0.311   5.776
1057.500  14.940  23.030   3.024   0.313   8.024
1058.500  14.940  23.030   1.867   0.315   4.619
1059.500  14.940  23.030   1.196   0.316  10.234
1060.500  14.940  23.030   5.127   0.318   9.653
1061.500  14.940  23.030   4.585   0.320   6.450
1062.500  14.940  23.030  15.914   0.321   8.838
1063.500  14.940  23.030  15.708   0.321   4.363
1064.500  14.940  23.030  15.282   0.320   2.697
1065.500  14.940  23.030  14.832   0.319   5.528
1066.500  14.940  23.030  14.072   0.318   3.945
1067.500  14.940  23.030   8.701   0.317   2.678
1068.500  14.940  23.030   2.803   0.316   3.088
1069.500  14.940  23.030   8.063   0.315   6.749
1070.500  14.940  23.030   8.934   0.317   3.889
1071.500  14.940  23.030   6.543   0.319   7.200
1072.500  14.940  23.030   9.303   0.321  10.845
1073.500  14.940  23.030   2.198   0.322  11.428
1074.500  14.940  23.030   3.775   0.324   8.281
1075.500  14.940  23.030  11.981   0.326   5.497
1076.500  14.940  23.030  12.023   0.327   3.437
1077.500  14.940  23.030  13.601   0.327   5.269
1078.500  14.940  23.030   4.814   0.326   6.036
1079.500  14.940  23.030   3.082   0.325   3.476
1080.500  14.940  23.030   6.563   0.324   2.947
1081.500  14.940  23.030   4.083   0.323   7.284
1082.500  14.940  23.030   3.698   0.322   8.326
1083.500  14.940  23.030   1.912   0.321   9.804
1084.500  14.940  23.030  11.291   0.323   5.853
1085.500  14.940  23.030  11.398   0.325   1.808
1086.500  14.940  23.030   2.151   0.327   6.435
1087.500  14.940  23.030  10.404   0.328   4.255
1088.500  14.940  23.030  11.742   0.330   3.020
1089.500  14.940  23.030   9.045   0.332   2.869
