MET file converted from FVCOM file2014_12Kmwrf.dat
KT = coef of heat exchange (watts/m2/C) (not used), TE = equil temp (C) (not used)
 IO = PAR (E/m2/day), FD=Fraction of day, and WS = wind speed (m/s)
    JDAY    KT      TE      IO      FD      WS  
1090.500  14.940  23.030   5.235   0.333   4.692
1091.500  14.940  23.030  11.770   0.333   6.335
1092.500  14.940  23.030  14.235   0.333   6.127
1093.500  14.940  23.030  14.375   0.333   3.603
1094.500  14.940  23.030  13.949   0.333   3.460
1095.000  14.940  23.030   7.904   0.327   1.510
1095.500  14.940  23.030   7.904   0.327   1.510
1096.500  14.940  23.030   3.579   0.327   7.986
1097.500  14.940  23.030  13.182   0.327   4.903
1098.500  14.940  23.030  14.622   0.327   3.111
1099.500  14.940  23.030  14.526   0.326   3.875
1100.500  14.940  23.030  10.279   0.324   5.775
1101.500  14.940  23.030   2.936   0.322   7.733
1102.500  14.940  23.030   3.913   0.321   7.857
1103.500  14.940  23.030   5.191   0.319   7.177
1104.500  14.940  23.030   3.160   0.317   8.835
1105.500  14.940  23.030   6.494   0.315  12.387
1106.500  14.940  23.030   5.220   0.318   6.436
1107.500  14.940  23.030   8.795   0.321   5.465
1108.500  14.940  23.030   9.770   0.323   3.326
1109.500  14.940  23.030  15.397   0.326   2.838
1110.500  14.940  23.030  15.130   0.328   4.353
1111.500  14.940  23.030  16.472   0.331   3.776
1112.500  14.940  23.030  16.265   0.333   5.181
1113.500  14.940  23.030  15.099   0.333   3.855
1114.500  14.940  23.030  17.176   0.333   2.338
1115.500  14.940  23.030  13.059   0.333   5.662
1116.500  14.940  23.030  13.646   0.333   3.535
1117.500  14.940  23.030  17.910   0.333   4.685
1118.500  14.940  23.030  17.848   0.333   2.425
1119.500  14.940  23.030  19.006   0.333   3.152
1120.500  14.940  23.030  18.422   0.338   2.928
1121.500  14.940  23.030   8.741   0.344   3.727
1122.500  14.940  23.030   4.519   0.349   3.897
1123.500  14.940  23.030   3.970   0.354   6.698
1124.500  14.940  23.030   7.670   0.359   3.715
1125.500  14.940  23.030  20.627   0.364   5.304
1126.500  14.940  23.030  16.340   0.369   2.610
1127.500  14.940  23.030  21.484   0.373   5.193
1128.500  14.940  23.030  21.496   0.378   6.479
1129.500  14.940  23.030  22.947   0.382   7.015
1130.500  14.940  23.030  24.116   0.386   8.235
1131.500  14.940  23.030  24.168   0.390   6.667
1132.500  14.940  23.030  23.030   0.395   3.442
1133.500  14.940  23.030  23.373   0.399   4.338
1134.500  14.940  23.030  20.545   0.400   4.000
1135.500  14.940  23.030  12.887   0.401   8.297
1136.500  14.940  23.030  12.762   0.401   7.866
1137.500  14.940  23.030  20.261   0.402   7.427
1138.500  14.940  23.030  25.405   0.403   7.690
1139.500  14.940  23.030  24.970   0.404   7.516
1140.500  14.940  23.030   7.947   0.405   7.484
1141.500  14.940  23.030   6.320   0.406  11.337
1142.500  14.940  23.030  15.540   0.408   6.542
1143.500  14.940  23.030   7.622   0.410   7.993
1144.500  14.940  23.030  24.273   0.412   5.373
1145.500  14.940  23.030  10.933   0.413   4.699
1146.500  14.940  23.030  24.082   0.415   3.261
1147.500  14.940  23.030  10.080   0.417   4.042
1148.500  14.940  23.030   4.572   0.416   3.881
1149.500  14.940  23.030   6.859   0.415   3.586
1150.500  14.940  23.030  28.020   0.414   4.126
1151.500  14.940  23.030  27.596   0.413   3.086
1152.500  14.940  23.030  16.046   0.412   2.570
1153.500  14.940  23.030  29.111   0.412   4.940
1154.500  14.940  23.030  10.391   0.411   7.512
1155.500  14.940  23.030   8.894   0.413   5.803
1156.500  14.940  23.030  21.221   0.416   5.258
1157.500  14.940  23.030  15.460   0.418   3.507
1158.500  14.940  23.030  27.038   0.421   7.857
1159.500  14.940  23.030   9.858   0.423   9.925
1160.500  14.940  23.030  35.299   0.426   5.817
1161.500  14.940  23.030   9.908   0.429   7.935
1162.500  14.940  23.030  31.183   0.435   2.922
1163.500  14.940  23.030  33.428   0.442   4.959
1164.500  14.940  23.030  38.047   0.449   2.246
1165.500  14.940  23.030  38.912   0.456   2.697
1166.500  14.940  23.030  28.376   0.463   3.693
1167.500  14.940  23.030  39.086   0.469   5.312
1168.500  14.940  23.030  12.410   0.476   8.002
1169.500  14.940  23.030   7.923   0.480   3.474
1170.500  14.940  23.030  42.018   0.483   6.251
1171.500  14.940  23.030  35.292   0.486   5.455
1172.500  14.940  23.030  35.447   0.490   6.055
1173.500  14.940  23.030  41.316   0.493   2.880
1174.500  14.940  23.030  38.933   0.497   3.482
1175.500  14.940  23.030  29.498   0.500   2.805
1176.500  14.940  23.030  44.988   0.500   3.162
1177.500  14.940  23.030  34.920   0.500   3.991
1178.500  14.940  23.030  24.830   0.500   7.494
1179.500  14.940  23.030  29.195   0.500   4.715
1180.500  14.940  23.030  44.411   0.500   3.247
1181.500  14.940  23.030  19.295   0.500   6.102
1182.500  14.940  23.030  33.912   0.500   8.411
1183.500  14.940  23.030  40.031   0.500   6.103
1184.500  14.940  23.030  45.851   0.500   2.912
1185.500  14.940  23.030  47.893   0.500   4.597
1186.500  14.940  23.030  46.149   0.500   3.564
1187.500  14.940  23.030  24.107   0.500   7.369
1188.500  14.940  23.030  43.910   0.500   5.092
1189.500  14.940  23.030  22.655   0.500   4.779
1190.500  14.940  23.030  50.725   0.504   3.915
1191.500  14.940  23.030  49.406   0.509   5.149
1192.500  14.940  23.030  27.592   0.513   4.917
1193.500  14.940  23.030  48.586   0.517   3.635
1194.500  14.940  23.030  50.232   0.521   2.649
1195.500  14.940  23.030  47.485   0.526   2.710
1196.500  14.940  23.030  49.141   0.530   4.492
1197.500  14.940  23.030  56.283   0.533   2.528
1198.500  14.940  23.030  49.524   0.537   4.848
1199.500  14.940  23.030  45.057   0.540   5.600
1200.500  14.940  23.030  23.022   0.543   7.527
1201.500  14.940  23.030  24.633   0.547   6.783
1202.500  14.940  23.030  57.593   0.550   3.062
1203.500  14.940  23.030  33.676   0.554   7.586
1204.500  14.940  23.030  40.518   0.558   4.910
1205.500  14.940  23.030  50.082   0.562   4.687
1206.500  14.940  23.030  53.071   0.566   4.728
1207.500  14.940  23.030  54.967   0.571   6.811
1208.500  14.940  23.030  58.471   0.575   8.229
1209.500  14.940  23.030  61.271   0.579   4.131
1210.500  14.940  23.030  59.223   0.583   5.330
1211.500  14.940  23.030  44.805   0.582   5.450
1212.500  14.940  23.030  60.575   0.582   3.089
1213.500  14.940  23.030  50.469   0.581   3.178
1214.500  14.940  23.030  62.006   0.580   3.254
1215.500  14.940  23.030  55.572   0.579   3.150
1216.500  14.940  23.030  42.911   0.578   4.923
1217.500  14.940  23.030  43.648   0.577   6.301
1218.500  14.940  23.030  36.336   0.578   7.963
1219.500  14.940  23.030  60.397   0.579   3.411
1220.500  14.940  23.030  64.607   0.580   3.063
1221.500  14.940  23.030  64.469   0.581   3.055
1222.500  14.940  23.030  25.560   0.582   5.308
1223.500  14.940  23.030  51.330   0.582   5.336
1224.500  14.940  23.030  58.652   0.583   2.999
1225.500  14.940  23.030  66.573   0.583   2.844
1226.500  14.940  23.030  66.674   0.583   2.611
1227.500  14.940  23.030  66.686   0.583   3.085
1228.500  14.940  23.030  65.747   0.583   3.715
1229.500  14.940  23.030  46.427   0.583   4.124
1230.500  14.940  23.030  53.085   0.583   4.911
1231.500  14.940  23.030  61.927   0.583   1.791
1232.500  14.940  23.030  66.244   0.587   1.921
1233.500  14.940  23.030  68.340   0.590   3.486
1234.500  14.940  23.030  68.321   0.594   3.380
1235.500  14.940  23.030  66.352   0.597   2.372
1236.500  14.940  23.030  53.112   0.600   1.945
1237.500  14.940  23.030  43.963   0.604   3.659
1238.500  14.940  23.030  49.160   0.607   2.785
1239.500  14.940  23.030  53.453   0.613   1.991
1240.500  14.940  23.030  68.876   0.619   2.019
1241.500  14.940  23.030  67.567   0.625   2.442
1242.500  14.940  23.030  57.871   0.631   3.385
1243.500  14.940  23.030  63.312   0.637   3.545
1244.500  14.940  23.030  71.684   0.643   5.080
1245.500  14.940  23.030  70.809   0.649   2.849
1246.500  14.940  23.030  71.152   0.651   3.393
1247.500  14.940  23.030  71.620   0.654   3.290
1248.500  14.940  23.030  71.229   0.656   3.888
1249.500  14.940  23.030  71.633   0.659   2.808
1250.500  14.940  23.030  72.957   0.662   3.302
1251.500  14.940  23.030  72.872   0.664   4.157
1252.500  14.940  23.030  67.647   0.667   2.562
1253.500  14.940  23.030  58.495   0.662   2.525
1254.500  14.940  23.030  72.949   0.656   3.872
1255.500  14.940  23.030  71.687   0.651   3.007
1256.500  14.940  23.030  59.338   0.646   2.821
1257.500  14.940  23.030  40.500   0.641   3.388
1258.500  14.940  23.030  28.103   0.636   4.370
1259.500  14.940  23.030  47.480   0.631   3.209
1260.500  14.940  23.030  44.485   0.635   3.221
1261.500  14.940  23.030  71.612   0.639   2.172
1262.500  14.940  23.030  72.353   0.644   3.253
1263.500  14.940  23.030  67.555   0.648   3.011
1264.500  14.940  23.030  67.814   0.652   3.855
1265.500  14.940  23.030  49.967   0.656   3.133
1266.500  14.940  23.030  73.087   0.661   3.625
1267.500  14.940  23.030  68.030   0.661   3.434
1268.500  14.940  23.030  63.337   0.661   2.544
1269.500  14.940  23.030  70.387   0.661   2.592
1270.500  14.940  23.030  57.604   0.661   3.320
1271.500  14.940  23.030  62.505   0.661   3.362
1272.500  14.940  23.030  48.721   0.661   5.558
1273.500  14.940  23.030  69.063   0.661   5.872
1274.500  14.940  23.030  44.205   0.661   3.376
1275.500  14.940  23.030  72.106   0.661   4.449
1276.500  14.940  23.030  68.365   0.661   4.643
1277.500  14.940  23.030  63.069   0.661   3.075
1278.500  14.940  23.030  48.977   0.661   2.316
1279.500  14.940  23.030  49.972   0.661   2.558
1280.500  14.940  23.030  59.201   0.661   2.376
1281.500  14.940  23.030  69.060   0.658   2.746
1282.500  14.940  23.030  66.681   0.656   4.141
1283.500  14.940  23.030  71.136   0.653   4.209
1284.500  14.940  23.030  70.870   0.651   3.077
1285.500  14.940  23.030  71.469   0.648   2.625
1286.500  14.940  23.030  71.255   0.645   3.360
1287.500  14.940  23.030  67.945   0.643   2.604
1288.500  14.940  23.030  45.410   0.639   3.258
1289.500  14.940  23.030  67.178   0.634   2.351
1290.500  14.940  23.030  69.946   0.630   2.288
1291.500  14.940  23.030  68.618   0.626   3.120
1292.500  14.940  23.030  68.854   0.622   2.870
1293.500  14.940  23.030  64.240   0.617   2.495
1294.500  14.940  23.030  41.271   0.613   4.295
1295.500  14.940  23.030  17.836   0.609   1.780
1296.500  14.940  23.030  68.084   0.605   2.543
1297.500  14.940  23.030  67.543   0.600   2.248
1298.500  14.940  23.030  23.652   0.596   5.742
1299.500  14.940  23.030  52.792   0.592   3.026
1300.500  14.940  23.030  66.451   0.588   2.552
1301.500  14.940  23.030  66.507   0.583   3.109
1302.500  14.940  23.030  66.130   0.583   4.783
1303.500  14.940  23.030  66.351   0.583   4.527
1304.500  14.940  23.030  65.869   0.583   3.877
1305.500  14.940  23.030  65.425   0.583   3.508
1306.500  14.940  23.030  65.382   0.583   4.111
1307.500  14.940  23.030  54.913   0.583   3.163
1308.500  14.940  23.030  64.064   0.583   3.175
1309.500  14.940  23.030  64.011   0.582   3.264
1310.500  14.940  23.030  64.644   0.582   3.599
1311.500  14.940  23.030  63.160   0.581   2.657
1312.500  14.940  23.030  45.235   0.580   2.473
1313.500  14.940  23.030  61.087   0.579   2.771
1314.500  14.940  23.030  61.068   0.578   2.835
1315.500  14.940  23.030  60.382   0.577   3.441
1316.500  14.940  23.030  62.069   0.578   4.798
1317.500  14.940  23.030  58.315   0.579   3.618
1318.500  14.940  23.030  50.125   0.580   2.738
1319.500  14.940  23.030  27.125   0.581   4.310
1320.500  14.940  23.030  46.361   0.582   2.171
1321.500  14.940  23.030  52.789   0.582   2.292
1322.500  14.940  23.030  56.384   0.583   2.208
1323.500  14.940  23.030  56.947   0.581   3.090
1324.500  14.940  23.030  57.178   0.578   3.997
1325.500  14.940  23.030  39.511   0.576   3.132
1326.500  14.940  23.030  54.819   0.573   3.354
1327.500  14.940  23.030  56.119   0.571   3.848
1328.500  14.940  23.030  55.122   0.568   2.451
1329.500  14.940  23.030  55.276   0.565   1.985
1330.500  14.940  23.030  54.634   0.560   3.068
1331.500  14.940  23.030  53.606   0.554   3.515
1332.500  14.940  23.030  52.506   0.548   2.685
1333.500  14.940  23.030  51.262   0.542   2.326
1334.500  14.940  23.030  47.453   0.536   2.162
1335.500  14.940  23.030  10.987   0.530   1.858
1336.500  14.940  23.030  15.826   0.524   2.849
1337.500  14.940  23.030  45.091   0.520   3.042
1338.500  14.940  23.030  31.472   0.517   2.465
1339.500  14.940  23.030  33.222   0.514   2.887
1340.500  14.940  23.030  50.529   0.510   2.432
1341.500  14.940  23.030  50.329   0.507   4.310
1342.500  14.940  23.030  49.940   0.503   4.632
1343.500  14.940  23.030  49.672   0.500   4.130
1344.500  14.940  23.030  48.996   0.500   2.223
1345.500  14.940  23.030  30.684   0.500   2.768
1346.500  14.940  23.030  41.852   0.500   2.510
1347.500  14.940  23.030  47.361   0.500   5.649
1348.500  14.940  23.030  48.206   0.500   3.729
1349.500  14.940  23.030  47.363   0.500   5.592
1350.500  14.940  23.030  46.432   0.500   4.160
1351.500  14.940  23.030  45.779   0.499   3.420
1352.500  14.940  23.030  44.956   0.498   2.005
1353.500  14.940  23.030  38.943   0.497   2.720
1354.500  14.940  23.030  28.716   0.497   2.004
1355.500  14.940  23.030   8.711   0.496   1.391
1356.500  14.940  23.030  26.892   0.495   2.712
1357.500  14.940  23.030  41.417   0.494   4.498
1358.500  14.940  23.030  40.386   0.494   4.171
1359.500  14.940  23.030  35.811   0.494   4.710
1360.500  14.940  23.030  19.842   0.494   4.550
1361.500  14.940  23.030  26.863   0.494   4.862
1362.500  14.940  23.030  36.319   0.494   3.905
1363.500  14.940  23.030  13.140   0.494   4.860
1364.500  14.940  23.030  37.830   0.494   3.892
1365.500  14.940  23.030  37.624   0.486   3.804
1366.500  14.940  23.030  24.011   0.479   3.826
1367.500  14.940  23.030  36.260   0.471   2.262
1368.500  14.940  23.030  32.168   0.463   3.218
1369.500  14.940  23.030  35.280   0.456   2.004
1370.500  14.940  23.030  31.339   0.448   1.632
1371.500  14.940  23.030  23.286   0.440   1.859
1372.500  14.940  23.030  33.247   0.437   2.381
1373.500  14.940  23.030  32.122   0.434   2.094
1374.500  14.940  23.030  31.997   0.430   3.212
1375.500  14.940  23.030  22.509   0.427   1.432
1376.500  14.940  23.030  23.098   0.423   1.953
1377.500  14.940  23.030  25.244   0.420   6.246
1378.500  14.940  23.030  29.868   0.417   2.640
1379.500  14.940  23.030  20.937   0.416   4.006
1380.500  14.940  23.030  10.368   0.415   7.186
1381.500  14.940  23.030  13.400   0.414   3.098
1382.500  14.940  23.030  18.752   0.413   6.055
1383.500  14.940  23.030  23.937   0.412   4.845
1384.500  14.940  23.030  10.033   0.412   6.318
1385.500  14.940  23.030  24.987   0.411   4.926
1386.500  14.940  23.030  25.717   0.409   5.282
1387.500  14.940  23.030  26.487   0.407   5.765
1388.500  14.940  23.030  20.111   0.406   8.824
1389.500  14.940  23.030   8.159   0.404   8.641
1390.500  14.940  23.030  19.320   0.402   7.761
1391.500  14.940  23.030  14.032   0.401   3.337
1392.500  14.940  23.030  10.108   0.399   4.706
1393.500  14.940  23.030  19.819   0.395   5.763
1394.500  14.940  23.030  16.935   0.392   5.495
1395.500  14.940  23.030   7.111   0.389   8.354
1396.500  14.940  23.030  23.261   0.385   5.521
1397.500  14.940  23.030   6.778   0.382   4.234
1398.500  14.940  23.030  18.623   0.378   2.697
1399.500  14.940  23.030  22.335   0.375   2.592
1400.500  14.940  23.030   8.711   0.373   6.138
1401.500  14.940  23.030   6.408   0.372   8.865
1402.500  14.940  23.030  12.627   0.370   4.343
1403.500  14.940  23.030   6.484   0.368   5.343
1404.500  14.940  23.030   7.503   0.366   9.464
1405.500  14.940  23.030  19.237   0.365   3.265
1406.500  14.940  23.030  17.831   0.363   3.328
1407.500  14.940  23.030  15.954   0.360   7.217
1408.500  14.940  23.030  19.741   0.356   4.922
1409.500  14.940  23.030  20.375   0.353   7.629
1410.500  14.940  23.030  20.327   0.349   9.096
1411.500  14.940  23.030  19.644   0.346   6.734
1412.500  14.940  23.030  19.192   0.343   3.924
1413.500  14.940  23.030  19.128   0.339   4.670
1414.500  14.940  23.030  18.237   0.335   3.739
1415.500  14.940  23.030  18.080   0.331   2.115
1416.500  14.940  23.030  14.879   0.327   3.713
1417.500  14.940  23.030  13.345   0.322   4.446
1418.500  14.940  23.030   8.788   0.318   5.549
1419.500  14.940  23.030   1.695   0.314   7.217
1420.500  14.940  23.030  15.954   0.310   3.429
1421.500  14.940  23.030  15.020   0.311   5.776
1422.500  14.940  23.030   3.024   0.313   8.024
1423.500  14.940  23.030   1.867   0.315   4.619
1424.500  14.940  23.030   1.196   0.316  10.234
1425.500  14.940  23.030   5.127   0.318   9.653
1426.500  14.940  23.030   4.585   0.320   6.450
1427.500  14.940  23.030  15.914   0.321   8.838
1428.500  14.940  23.030  15.708   0.321   4.363
1429.500  14.940  23.030  15.282   0.320   2.697
1430.500  14.940  23.030  14.832   0.319   5.528
1431.500  14.940  23.030  14.072   0.318   3.945
1432.500  14.940  23.030   8.701   0.317   2.678
1433.500  14.940  23.030   2.803   0.316   3.088
1434.500  14.940  23.030   8.063   0.315   6.749
1435.500  14.940  23.030   8.934   0.317   3.889
1436.500  14.940  23.030   6.543   0.319   7.200
1437.500  14.940  23.030   9.303   0.321  10.845
1438.500  14.940  23.030   2.198   0.322  11.428
1439.500  14.940  23.030   3.775   0.324   8.281
1440.500  14.940  23.030  11.981   0.326   5.497
1441.500  14.940  23.030  12.023   0.327   3.437
1442.500  14.940  23.030  13.601   0.327   5.269
1443.500  14.940  23.030   4.814   0.326   6.036
1444.500  14.940  23.030   3.082   0.325   3.476
1445.500  14.940  23.030   6.563   0.324   2.947
1446.500  14.940  23.030   4.083   0.323   7.284
1447.500  14.940  23.030   3.698   0.322   8.326
1448.500  14.940  23.030   1.912   0.321   9.804
1449.500  14.940  23.030  11.291   0.323   5.853
1450.500  14.940  23.030  11.398   0.325   1.808
1451.500  14.940  23.030   2.151   0.327   6.435
1452.500  14.940  23.030  10.404   0.328   4.255
1453.500  14.940  23.030  11.742   0.330   3.020
1454.500  14.940  23.030   9.045   0.332   2.869
1455.500  14.940  23.030   5.235   0.333   4.692
1456.500  14.940  23.030  11.770   0.333   6.335
1457.500  14.940  23.030  14.235   0.333   6.127
1458.500  14.940  23.030  14.375   0.333   3.603
1459.500  14.940  23.030  13.949   0.333   3.460
1460.000  14.940  23.030   7.904   0.327   1.510
1460.500  14.940  23.030   7.904   0.327   1.510
1461.500  14.940  23.030   3.579   0.327   7.986
1462.500  14.940  23.030  13.182   0.327   4.903
1463.500  14.940  23.030  14.622   0.327   3.111
1464.500  14.940  23.030  14.526   0.326   3.875
1465.500  14.940  23.030  10.279   0.324   5.775
1466.500  14.940  23.030   2.936   0.322   7.733
1467.500  14.940  23.030   3.913   0.321   7.857
1468.500  14.940  23.030   5.191   0.319   7.177
1469.500  14.940  23.030   3.160   0.317   8.835
1470.500  14.940  23.030   6.494   0.315  12.387
1471.500  14.940  23.030   5.220   0.318   6.436
1472.500  14.940  23.030   8.795   0.321   5.465
1473.500  14.940  23.030   9.770   0.323   3.326
1474.500  14.940  23.030  15.397   0.326   2.838
1475.500  14.940  23.030  15.130   0.328   4.353
1476.500  14.940  23.030  16.472   0.331   3.776
1477.500  14.940  23.030  16.265   0.333   5.181
1478.500  14.940  23.030  15.099   0.333   3.855
1479.500  14.940  23.030  17.176   0.333   2.338
1480.500  14.940  23.030  13.059   0.333   5.662
1481.500  14.940  23.030  13.646   0.333   3.535
1482.500  14.940  23.030  17.910   0.333   4.685
1483.500  14.940  23.030  17.848   0.333   2.425
1484.500  14.940  23.030  19.006   0.333   3.152
1485.500  14.940  23.030  18.422   0.338   2.928
1486.500  14.940  23.030   8.741   0.344   3.727
1487.500  14.940  23.030   4.519   0.349   3.897
1488.500  14.940  23.030   3.970   0.354   6.698
1489.500  14.940  23.030   7.670   0.359   3.715
1490.500  14.940  23.030  20.627   0.364   5.304
1491.500  14.940  23.030  16.340   0.369   2.610
1492.500  14.940  23.030  21.484   0.373   5.193
1493.500  14.940  23.030  21.496   0.378   6.479
1494.500  14.940  23.030  22.947   0.382   7.015
1495.500  14.940  23.030  24.116   0.386   8.235
1496.500  14.940  23.030  24.168   0.390   6.667
1497.500  14.940  23.030  23.030   0.395   3.442
1498.500  14.940  23.030  23.373   0.399   4.338
1499.500  14.940  23.030  20.545   0.400   4.000
1500.500  14.940  23.030  12.887   0.401   8.297
1501.500  14.940  23.030  12.762   0.401   7.866
1502.500  14.940  23.030  20.261   0.402   7.427
1503.500  14.940  23.030  25.405   0.403   7.690
1504.500  14.940  23.030  24.970   0.404   7.516
1505.500  14.940  23.030   7.947   0.405   7.484
1506.500  14.940  23.030   6.320   0.406  11.337
1507.500  14.940  23.030  15.540   0.408   6.542
1508.500  14.940  23.030   7.622   0.410   7.993
1509.500  14.940  23.030  24.273   0.412   5.373
1510.500  14.940  23.030  10.933   0.413   4.699
1511.500  14.940  23.030  24.082   0.415   3.261
1512.500  14.940  23.030  10.080   0.417   4.042
1513.500  14.940  23.030   4.572   0.416   3.881
1514.500  14.940  23.030   6.859   0.415   3.586
1515.500  14.940  23.030  28.020   0.414   4.126
1516.500  14.940  23.030  27.596   0.413   3.086
1517.500  14.940  23.030  16.046   0.412   2.570
1518.500  14.940  23.030  29.111   0.412   4.940
1519.500  14.940  23.030  10.391   0.411   7.512
1520.500  14.940  23.030   8.894   0.413   5.803
1521.500  14.940  23.030  21.221   0.416   5.258
1522.500  14.940  23.030  15.460   0.418   3.507
1523.500  14.940  23.030  27.038   0.421   7.857
1524.500  14.940  23.030   9.858   0.423   9.925
1525.500  14.940  23.030  35.299   0.426   5.817
1526.500  14.940  23.030   9.908   0.429   7.935
1527.500  14.940  23.030  31.183   0.435   2.922
1528.500  14.940  23.030  33.428   0.442   4.959
1529.500  14.940  23.030  38.047   0.449   2.246
1530.500  14.940  23.030  38.912   0.456   2.697
1531.500  14.940  23.030  28.376   0.463   3.693
1532.500  14.940  23.030  39.086   0.469   5.312
1533.500  14.940  23.030  12.410   0.476   8.002
1534.500  14.940  23.030   7.923   0.480   3.474
1535.500  14.940  23.030  42.018   0.483   6.251
1536.500  14.940  23.030  35.292   0.486   5.455
1537.500  14.940  23.030  35.447   0.490   6.055
1538.500  14.940  23.030  41.316   0.493   2.880
1539.500  14.940  23.030  38.933   0.497   3.482
1540.500  14.940  23.030  29.498   0.500   2.805
1541.500  14.940  23.030  44.988   0.500   3.162
1542.500  14.940  23.030  34.920   0.500   3.991
1543.500  14.940  23.030  24.830   0.500   7.494
1544.500  14.940  23.030  29.195   0.500   4.715
1545.500  14.940  23.030  44.411   0.500   3.247
1546.500  14.940  23.030  19.295   0.500   6.102
1547.500  14.940  23.030  33.912   0.500   8.411
1548.500  14.940  23.030  40.031   0.500   6.103
1549.500  14.940  23.030  45.851   0.500   2.912
1550.500  14.940  23.030  47.893   0.500   4.597
1551.500  14.940  23.030  46.149   0.500   3.564
1552.500  14.940  23.030  24.107   0.500   7.369
1553.500  14.940  23.030  43.910   0.500   5.092
1554.500  14.940  23.030  22.655   0.500   4.779
1555.500  14.940  23.030  50.725   0.504   3.915
1556.500  14.940  23.030  49.406   0.509   5.149
1557.500  14.940  23.030  27.592   0.513   4.917
1558.500  14.940  23.030  48.586   0.517   3.635
1559.500  14.940  23.030  50.232   0.521   2.649
1560.500  14.940  23.030  47.485   0.526   2.710
1561.500  14.940  23.030  49.141   0.530   4.492
1562.500  14.940  23.030  56.283   0.533   2.528
1563.500  14.940  23.030  49.524   0.537   4.848
1564.500  14.940  23.030  45.057   0.540   5.600
1565.500  14.940  23.030  23.022   0.543   7.527
1566.500  14.940  23.030  24.633   0.547   6.783
1567.500  14.940  23.030  57.593   0.550   3.062
1568.500  14.940  23.030  33.676   0.554   7.586
1569.500  14.940  23.030  40.518   0.558   4.910
1570.500  14.940  23.030  50.082   0.562   4.687
1571.500  14.940  23.030  53.071   0.566   4.728
1572.500  14.940  23.030  54.967   0.571   6.811
1573.500  14.940  23.030  58.471   0.575   8.229
1574.500  14.940  23.030  61.271   0.579   4.131
1575.500  14.940  23.030  59.223   0.583   5.330
1576.500  14.940  23.030  44.805   0.582   5.450
1577.500  14.940  23.030  60.575   0.582   3.089
1578.500  14.940  23.030  50.469   0.581   3.178
1579.500  14.940  23.030  62.006   0.580   3.254
1580.500  14.940  23.030  55.572   0.579   3.150
1581.500  14.940  23.030  42.911   0.578   4.923
1582.500  14.940  23.030  43.648   0.577   6.301
1583.500  14.940  23.030  36.336   0.578   7.963
1584.500  14.940  23.030  60.397   0.579   3.411
1585.500  14.940  23.030  64.607   0.580   3.063
1586.500  14.940  23.030  64.469   0.581   3.055
1587.500  14.940  23.030  25.560   0.582   5.308
1588.500  14.940  23.030  51.330   0.582   5.336
1589.500  14.940  23.030  58.652   0.583   2.999
1590.500  14.940  23.030  66.573   0.583   2.844
1591.500  14.940  23.030  66.674   0.583   2.611
1592.500  14.940  23.030  66.686   0.583   3.085
1593.500  14.940  23.030  65.747   0.583   3.715
1594.500  14.940  23.030  46.427   0.583   4.124
1595.500  14.940  23.030  53.085   0.583   4.911
1596.500  14.940  23.030  61.927   0.583   1.791
1597.500  14.940  23.030  66.244   0.587   1.921
1598.500  14.940  23.030  68.340   0.590   3.486
1599.500  14.940  23.030  68.321   0.594   3.380
1600.500  14.940  23.030  66.352   0.597   2.372
1601.500  14.940  23.030  53.112   0.600   1.945
1602.500  14.940  23.030  43.963   0.604   3.659
1603.500  14.940  23.030  49.160   0.607   2.785
1604.500  14.940  23.030  53.453   0.613   1.991
1605.500  14.940  23.030  68.876   0.619   2.019
1606.500  14.940  23.030  67.567   0.625   2.442
1607.500  14.940  23.030  57.871   0.631   3.385
1608.500  14.940  23.030  63.312   0.637   3.545
1609.500  14.940  23.030  71.684   0.643   5.080
1610.500  14.940  23.030  70.809   0.649   2.849
1611.500  14.940  23.030  71.152   0.651   3.393
1612.500  14.940  23.030  71.620   0.654   3.290
1613.500  14.940  23.030  71.229   0.656   3.888
1614.500  14.940  23.030  71.633   0.659   2.808
1615.500  14.940  23.030  72.957   0.662   3.302
1616.500  14.940  23.030  72.872   0.664   4.157
1617.500  14.940  23.030  67.647   0.667   2.562
1618.500  14.940  23.030  58.495   0.662   2.525
1619.500  14.940  23.030  72.949   0.656   3.872
1620.500  14.940  23.030  71.687   0.651   3.007
1621.500  14.940  23.030  59.338   0.646   2.821
1622.500  14.940  23.030  40.500   0.641   3.388
1623.500  14.940  23.030  28.103   0.636   4.370
1624.500  14.940  23.030  47.480   0.631   3.209
1625.500  14.940  23.030  44.485   0.635   3.221
1626.500  14.940  23.030  71.612   0.639   2.172
1627.500  14.940  23.030  72.353   0.644   3.253
1628.500  14.940  23.030  67.555   0.648   3.011
1629.500  14.940  23.030  67.814   0.652   3.855
1630.500  14.940  23.030  49.967   0.656   3.133
1631.500  14.940  23.030  73.087   0.661   3.625
1632.500  14.940  23.030  68.030   0.661   3.434
1633.500  14.940  23.030  63.337   0.661   2.544
1634.500  14.940  23.030  70.387   0.661   2.592
1635.500  14.940  23.030  57.604   0.661   3.320
1636.500  14.940  23.030  62.505   0.661   3.362
1637.500  14.940  23.030  48.721   0.661   5.558
1638.500  14.940  23.030  69.063   0.661   5.872
1639.500  14.940  23.030  44.205   0.661   3.376
1640.500  14.940  23.030  72.106   0.661   4.449
1641.500  14.940  23.030  68.365   0.661   4.643
