Tidal harmonics S2 M2 N2 K2 K1 P1 O1 Q1 M4 M6 (amplitudes are in cm)
      31.5       -0.3      -37.9      174.7      109.4      131.8      124.1      103.4      285.3       17.7
      57    1.18
      29.2      103.1       21.2        6.1       41.0       14.6       23.9        4.1        0.1        0.1
      31.8       -0.0      -37.6      175.1      109.9      132.3      124.0      103.4      286.1       18.0
      58    1.18
      29.3      103.3       21.2        6.2       40.8       14.5       24.1        4.2        0.1        0.1
      32.2        0.3      -37.3      175.4      110.2      132.6      124.4      103.4      285.9       18.2
      59    1.18
      29.4      103.5       21.2        6.2       40.7       14.5       24.0        4.2        0.1        0.1
      32.5        0.6      -37.0      175.7      110.2      132.6      124.9      104.0      285.6       18.4
      60    1.18
      29.5      103.7       21.3        6.2       40.8       14.5       23.9        4.2        0.1        0.1
      32.8        0.9      -36.7      176.0      110.2      132.6      125.0      104.3      285.2       18.5
      61    1.18
      29.6      103.8       21.3        6.2       40.8       14.5       24.0        4.2        0.1        0.1
      32.9        1.0      -36.6      176.1      110.3      132.7      125.0      104.2      284.9       18.5
      62    1.18
      29.7      104.0       21.3        6.2       40.9       14.5       24.0        4.2        0.1        0.1
      33.1        1.1      -36.4      176.3      110.3      132.7      125.0      104.1      284.5       18.4
      63    1.18
      29.7      104.1       21.4        6.2       40.8       14.5       24.0        4.2        0.1        0.1
      33.3        1.3      -36.2      176.5      110.5      132.9      125.4      104.6      284.4       18.3
      64    1.18
      29.8      104.2       21.4        6.3       40.9       14.5       24.0        4.2        0.1        0.1
      33.5        1.5      -36.0      176.7      110.4      132.9      125.2      104.4      284.4       18.1
      65    1.18
      29.8      104.3       21.4        6.3       40.9       14.6       24.1        4.2        0.1        0.1
      33.6        1.6      -35.9      176.8      110.5      133.0      125.2      104.3      284.1       17.9
      66    1.18
      29.9      104.4       21.4        6.3       41.0       14.6       24.1        4.2        0.1        0.1
      33.7        1.7      -35.8      176.9      110.7      133.1      125.4      104.5      283.8       17.8
      67    1.18
      29.9      104.5       21.4        6.3       40.9       14.6       24.1        4.2        0.1        0.1
      33.9        1.8      -35.7      177.1      110.9      133.3      125.8      104.9      283.6       17.5
      68    1.18
      30.0      104.7       21.5        6.3       40.9       14.6       24.1        4.2        0.1        0.1
      34.0        2.0      -35.5      177.3      111.0      133.5      126.0      105.3      283.6       16.9
      69    1.18
      30.1      104.8       21.5        6.3       40.9       14.6       23.9        4.2        0.1        0.1
      34.2        2.1      -35.4      177.4      111.0      133.4      125.9      105.3      283.5       16.0
      70    1.18
      30.1      104.9       21.5        6.3       40.9       14.6       23.9        4.2        0.1        0.1
      34.3        2.2      -35.3      177.5      110.9      133.4      125.7      105.2      282.6       14.8
      71    1.18
      30.2      105.1       21.5        6.3       40.9       14.6       23.9        4.2        0.1        0.1
      34.4        2.3      -35.2      177.6      110.9      133.4      125.6      105.0      281.2       13.6
      72    1.18
      30.3      105.3       21.6        6.4       41.0       14.6       24.0        4.2        0.1        0.1
      34.5        2.4      -35.1      177.7      111.0      133.4      125.5      104.9      278.8       12.1
      73    1.18
      30.4      105.6       21.6        6.4       41.0       14.6       24.1        4.2        0.1        0.1
      34.6        2.5      -34.9      177.9      111.2      133.6      125.7      104.9      274.6       10.9
      74    1.18
      30.5      106.0       21.7        6.4       41.0       14.6       24.1        4.2        0.0        0.1
      34.8        2.7      -34.8      178.0      111.3      133.8      126.0      105.2      266.2        9.4
      75    1.18
      30.7      106.4       21.8        6.5       40.9       14.6       24.1        4.2        0.0        0.1
      34.9        2.8      -34.7      178.1      111.4      133.8      126.2      105.4      252.6        7.2
      76    1.18
      31.0      107.1       21.9        6.5       41.0       14.6       24.1        4.2        0.0        0.1
      35.0        2.9      -34.5      178.3      111.4      133.9      126.3      105.6      237.5        6.1
      77    1.18
      31.8      109.4       22.4        6.7       41.1       14.7       24.1        4.2        0.1        0.2
      36.1        3.9      -33.5      179.3      112.1      134.6      127.1      106.4      217.6      353.5
      78    1.18
      32.9      112.3       23.0        6.9       41.3       14.8       24.4        4.3        0.1        0.2
      36.6        4.3      -32.9      179.8      112.7      135.2      127.8      106.7      198.1      340.7
      79    1.18
      33.6      114.3       23.4        7.1       41.3       14.8       24.3        4.3        0.2        0.2
      37.1        4.7      -32.4      180.2      113.1      135.6      128.3      107.4      192.7      336.3
      80    1.18
      34.4      116.3       23.8        7.2       41.2       14.7       24.2        4.3        0.2        0.3
      37.5        5.1      -32.0      180.6      113.7      136.3      128.8      108.0      188.9      334.1
      81    1.18
      34.9      117.9       24.1        7.3       41.1       14.7       24.2        4.2        0.2        0.4
      37.9        5.4      -31.6      180.9      114.2      136.8      129.3      108.4      187.8      333.6
      82    1.18
      35.3      119.1       24.3        7.4       41.1       14.7       24.2        4.2        0.2        0.4
      38.1        5.6      -31.4      181.0      114.6      137.2      129.6      108.7      187.3      333.5
      83    1.18
      35.7      120.5       24.6        7.5       41.3       14.8       24.3        4.3        0.3        0.5
      38.3        5.7      -31.2      181.1      115.1      137.6      130.0      109.0      186.5      333.9
      84    1.18
      36.1      121.6       24.8        7.6       41.4       14.8       24.4        4.3        0.3        0.5
      38.3        5.7      -31.2      181.1      115.4      137.8      130.2      109.2      185.3      335.1
      85    1.18
      36.4      122.4       24.9        7.7       41.5       14.8       24.4        4.3        0.3        0.6
      38.3        5.7      -31.2      181.0      115.7      138.0      130.4      109.3      183.3      337.5
      86    1.18
      36.6      122.9       25.0        7.7       41.5       14.8       24.4        4.3        0.3        0.6
      38.1        5.5      -31.4      180.9      115.8      138.1      130.5      109.4      181.0      340.0
      87    1.18
      36.7      123.2       25.1        7.7       41.5       14.8       24.4        4.3        0.3        0.6
      37.8        5.3      -31.6      180.6      115.9      138.2      130.5      109.5      178.0      342.9
